1125797	Alkohol löser inga problem, men det gör inte mjölk heller.	1125730	L'alcool non risolve i problemi, ma comunque non li risolve neanche il latte.
1125829	Jag pratade med min farbror i telefon.	1125822	Ho parlato con mio zio al telefono.
1125830	Jag pratade med min morbror i telefon.	1125822	Ho parlato con mio zio al telefono.
1125901	Allt är Toms fel.	1329965	È tutta colpa di Tom.
1125923	Till slutet av veckan.	1329945	Fino al fine settimana.
1129244	Fotnoterna finns längst ner på sidan.	379709	Le note sono in fondo alla pagina.
1135420	Han har problem.	1647210	Ha dei problemi.
1138393	Kom in och sitt ner, är du snäll.	1332335	Prego, entra e siediti.
1138515	Så du och Hanna planerar att gifta er?	1647208	Quindi tu e Hanna state pensando di sposarvi?
1138600	Mitt språk är inte med i listan!	1227254	La mia lingua non si trova sulla lista.
1141860	Tom vet verkligen inte vad han ska göra.	1329956	Tom non sa davvero cosa fare.
1141926	Jag gillar inte modern jazz.	1332334	Non mi piace il jazz moderno.
1259079	Som man bäddar, får man ligga.	1329974	Chi semina raccoglie.
1332023	Jag är på väg att gå.	335149	Sto per andare.
1348697	Jag vill dansa.	1348683	Voglio ballare.
1349827	Från och med 1950 börjar en rad europeiska länder samarbeta ekonomiskt och politiskt för att bevara freden.	1349822	Negli anni Cinquanta la Comunità europea del carbone e dell’acciaio comincia ad unire i paesi europei sul piano economico e politico al fine di garantire una pace duratura.
1349923	1950-talet karakteriseras av ett kallt krig mellan östblocket och västmakterna.	1349892	Gli anni Cinquanta sono caratterizzati da una guerra fredda tra Est ed Ovest.
1356857	Han är den äldsta sonen.	1356868	Lui è il figlio più grande.
1404084	Jag skjuter upp min resa till Skottland tills det blir varmare.	1857411	Io rimando il mio viaggio in Scozia fino a quando sarà più caldo.
1405782	Det är svårt att förstå hans teori.	1834618	È difficile capire la sua teoria.
1405782	Det är svårt att förstå hans teori.	1834619	È difficile comprendere la sua teoria.
1405789	Det verkar som att jag har en lätt förkylning.	1714934	Sembra che io abbia un leggero raffreddore.
1414082	Han tänkte att det skulle vara vettigt att acceptera erbjudandet.	1889164	Pensò che sarebbe stato saggio accettare l'offerta.
1433433	Han bor utanför stan.	1647209	Lui abita fuori città.
1433547	Jag vill veta detaljer.	1647197	Voglio sapere i dettagli.
1433549	Den kvinnan har två väskor.	609083	Quella donna ha due borse.
1435154	Hur har din fru det?	386814	Come sta tua moglie?
1443436	Jag läste att Brasiliens president är en kvinna. Hon kallas Dilma.	1443395	Ho letto che il presidente del Brasile è una donna. Si chiama Dilma.
1448104	Jag behöver köpa frimärken.	1448086	Ho bisogno di comprare dei francobolli.
1458215	Var är ingången?	1458202	Dov'è l'entrata?
1459156	Jag talar inte kinesiska.	756692	Non parlo cinese.
1462203	Jag har slutat med öl.	1647194	Ho smesso con la birra.
1483477	Jag fattar.	1313546	Ho capito.
1484870	Titta inte ut genom fönstret.	1494008	Non guardare fuori dalla finestra.
1484878	Vems rum är det här?	1001364	Di chi è questa stanza?
1485096	De hämtar våra sopor varje måndag.	1494023	Raccolgono la nostra spazzatura ogni lunedì.
1485259	Mayuko verkar klok.	1493998	Mayuko sembra saggia.
1485261	Hon blir sen till maten.	1493997	Lei arriverà in ritardo per la cena.
1487714	Behöver du hjälp med att bära något?	1493979	Ti serve aiuto per trasportare qualcosa?
1487715	Pojken gick vilse i skogen.	1493974	Il ragazzo si perse nel bosco.
1487718	Han berättade inte för John om olyckan.	1493966	Lui non disse a John dell'incidente.
1488317	Han hjälper inte till hemma.	1488318	Lui non aiuta in casa.
1488415	Jag går och tar ett glas öl.	1488396	Me ne vado a bere una birra.
1490012	Teater är tråkigt.	1490002	Il teatro è noioso.
1490032	Vill du följa med och handla?	1490013	Vieni a fare shopping?
1490041	Där kan man äta mycket bra.	1490035	Lì si mangia molto bene.
1490053	Nästa artist är fantastisk.	1490042	Il prossimo artista è fenomenale.
1490067	Hans mobil har blivit stulen.	1490058	Gli hanno rubato il cellulare.
1490082	Jag skulle vilja flytta till Australien.	1490074	Vorrei trasferirmi in Australia.
1490086	Vill du sova hemma hos mig?	1490083	Vuoi dormire da me?
1490119	Tom måste erkänna sitt brott.	1490107	Tom deve confessare il delitto.
1490129	Jag vill inte gå ut.	908791	Non ho voglia di uscire.
1490155	Jag älskar filmer.	1490145	Adoro i film.
1490367	De kom före er.	1086620	Sono arrivati prima di voi.
1490543	Blunda och sov.	1493943	Chiudi gli occhi e dormi.
1490544	Hur länge har de varit här?	1493940	Quanto tempo sono stati qui?
1493016	Rör det inte!	1493009	Non toccarlo!
1493067	Matchen slutade utan mål.	1493045	La partita è terminata senza goal.
1506154	Jag svettas varje dag.	1506141	Sudo tutti i giorni.
1506166	De analyserar proven.	1506155	Stanno esaminando i campioni.
1506190	Hon försvann utan papper.	1506182	È scomparsa senza documenti.
1506217	Den blonda tjejen har mycket snygga bröst.	1506204	La bionda ha davvero un bel davanzale.
1506277	Vem dödade henne?	1506268	Chi l'ha uccisa?
1506492	Det finns ingen mer salva.	1506488	Non c'è più pomata.
1506503	Matchen på söndag kommer att bli avgörande.	1506500	La partita di domenica sarà decisiva.
1506670	Du är tokig!	664335	Sei pazzo!
1506681	Bilal gick i skolan.	373722	Bilal è andato a scuola.
1506683	Mina läppar är förseglade.	1338261	Le mie labbra sono serrate.
1506685	Jag såg Liz i morse.	742135	Ho visto Liz stamattina.
1506686	Hon är gammal.	1153059	È anziana.
1506699	Detta zoo äger två okapier.	1018495	Questo zoo possiede due okapi.
1506770	Jag har inte hört någonting.	947583	Non ho sentito nulla.
1506774	Vi är man och hustru.	386810	Siamo marito e moglie.
1506781	Vägarna är lortiga.	1409519	Le strade sono sporche.
1506784	Här kan ni röka.	666703	Potete fumare qua.
1507918	Vad är det för filtillägg?	1515970	Qual è l'estensione dell'archivio?
1512676	Vad gör tvättbjörnen i köket?	1515963	Che fa l'orsetto lavatore in cucina?
1547499	Var ligger Mississippi?	1547464	Dov'è il Mississippi?
1547803	Tom är inte här.	1244719	Tom non è qui.
1549203	Mari och Maki är systrar.	424383	Mari e Maki sono sorelle.
1583035	Jag tror på vad han säger.	1238959	Credo a quello che dice.
1583046	Jag tror på honom.	380764	Credo in lui.
1583072	Du ska dit utan mig.	1142897	Ci vai senza di me.
1583155	Jag är mycket trött.	377261	Sono molto stanco.
1583212	Ska vi på bio?	1299248	Si va al cinema?
1583445	Jag är ingen läkare.	1257670	Non sono un medico.
1583445	Jag är ingen läkare.	1577677	Non sono un dottore.
1583445	Jag är ingen läkare.	1577678	Io non sono un dottore.
1583445	Jag är ingen läkare.	1577680	Io non sono un medico.
1583512	Hur mycket pengar har du?	1583515	Quanti soldi hai?
1584044	Tyvärr hade Nancy rätt.	1556947	Purtroppo, Nancy aveva ragione.
1592968	Min familj är inte så stor.	1647211	La mia famiglia non è tanto grande.
1592976	Skolan börjar den åttonde april.	381395	La scuola comincia l'otto aprile.
1602247	Tom tittar för mycket på tv.	1599196	Tom guarda troppa televisione.
1602641	En kungs dotter är en prinsessa.	980591	La figlia di un re è una principessa.
1603960	Jag kan spela gitarr.	350296	So suonare la chitarra.
1605010	Ett kuvert och ett frimärke, tack.	1700722	Una busta e un francobollo, per favore.
1605337	Bättre en fågel i handen än tio i skogen.	393897	Meglio un uovo oggi che una gallina domani.
1607648	Han mår bra.	1607329	Lui sta bene.
1607918	Vinden blåser från öst.	602324	Il vento soffia da oriente.
1626903	Jag vill skriva en bok.	1624758	Voglio scrivere un libro.
1626911	Jag ville dit.	602363	Volevo andare lì.
1627002	Hur länge ännu, Catilina, skall du missbruka vårt tålamod?	1626792	Fino a quando, Catilina, abuserai della nostra pazienza?
1647184	Jag är inte alls trött.	1647182	Non sono per niente stanco.
1809459	Fattigdom är ingen skam.	1809229	La povertà non è un disonore.
1828286	Din cykel är mycket nyare än min.	1828199	La tua bicicletta è molto più nuova della mia.
1853813	Hon var ung och oskyldig.	1853809	Era giovane e innocente.
1969056	Jag dekorerar gärna mitt rum med blommor.	1666769	Mi piace decorare la mia camera con dei fiori.
1991659	Vad är detta?	617644	Cos'è questo?
1991659	Vad är detta?	2515202	Cos'è questa?
1998474	Skjut inte!	1664573	Non sparare!
2001574	Kan Tom hjälpa oss?	1999878	Tom può aiutarci?
2001574	Kan Tom hjälpa oss?	1999879	Tom riesce ad aiutarci?
2025372	Jag behöver lite sömn.	2010438	Ho bisogno di dormire un po'.
2028891	Tom lurade mig.	2028894	Tom mi ha ingannato.
2042379	Jag tar det som ett tecken på kärlek.	2042342	Lo prendo come un segno di amore.
2049074	Du får inte ringa Tom.	2356148	Non puoi chiamare Tom.
2078912	Tom fick mig att göra det.	2024589	Tom me l'ha fatto fare.
2082153	Jag vill bara ha kul.	2777203	Voglio solo divertirmi.
2096809	Hon åt en bit av tårtan.	3150259	Lui ha mangiato un pezzo della torta.
2113011	Tom såg inte tillbaka.	2045398	Tom non si guardò indietro.
2177736	Vilken tid avgår bussen till flygplatsen?	987590	A che ora parte la navetta per l'aeroporto?
2187611	Vår tid är begränsad.	2187627	Il nostro tempo è limitato.
2212054	Tom är blyg och feg.	3143682	Tom è timido e vile.
2486117	Det är fruktansvärt dyrt.	2486123	È terribilmente costoso.
2535393	Är detta en hingst eller ett sto?	2535610	Questo è uno stallone o una cavalla?
2535393	Är detta en hingst eller ett sto?	2535611	Questo è uno stallone o una giumenta?
2590662	Det var aldrig svårt för oss att hitta något att prata om.	2590680	Per noi non c'è mai stato difficile da trovare qualcosa di cui parlare.
2673962	Vi behöver köpa vinäger.	2673794	Dobbiamo comprare dell'aceto.
2673962	Vi behöver köpa vinäger.	2673797	Noi dobbiamo comprare dell'aceto.
2740975	När jag jobbar, dricker jag en massa kaffe.	2736562	Quando lavoro, bevo molto caffè.
2775552	Huvudstaden i Ukraina är Kiev.	662732	La capitale dell'Ucraina è Kiev.
2781152	Min far lyssnar på klassisk musik.	2780694	Mio padre ascolta musica classica.
2783740	Jag ska inte förråda Tom.	2364708	Non tradirò Tom.
2783740	Jag ska inte förråda Tom.	2364709	Io non tradirò Tom.
2785964	En spegel reflekterar ljus.	896936	Uno specchio riflette la luce.
2786534	Han begick många synder i sin ungdom.	3139901	Ha commesso molti peccati in gioventù.
2791545	Vill du ha mer kakor?	1049212	Vorresti altri biscotti?
2791718	Vad betyder SSSR?	435552	Cosa significa URSS?
2791718	Vad betyder SSSR?	1068268	Per cosa sta URSS?
2798288	Det är förnedrande för henne.	2798291	È degradante per lei.
2829503	Jag översätter inte romaner längre.	2829506	Non traduco più romanzi.
2829503	Jag översätter inte romaner längre.	2829508	Io non traduco più romanzi.
2900477	Kvinnan är naken.	740229	La donna è nuda.
3302509	Detta är ett geni.	3215212	Questo è un genio.
3305616	Jag behöver solen.	3059907	Ho bisogno di sole.
3318421	Imorgon ska jag stanna på kontoret.	1122313	Domani rimango in ufficio.
3484679	Det är en anakronism.	3045007	Questo è un anacronismo.
3484679	Det är en anakronism.	3314610	È un anacronismo.
1506770	Jag har inte hört någonting.	947584	Non sentii nulla.
1969036	Jag trodde aldrig att Tom skulle sluta prata.	2357376	Pensavo che Tom non smettesse mai di parlare.
1969036	Jag trodde aldrig att Tom skulle sluta prata.	2357377	Io pensavo che Tom non smettesse mai di parlare.
2177022	Vad intressant!	2175112	Com'è interessante!
1403178	Ingå i en överenskommelse med mig och bli en ung magisk flicka!	3772708	Stipula un contratto con me e diventa una giovane ragazza magica!
2825014	Hon hatade vanilj.	3432857	Odiava la vaniglia.
2825014	Hon hatade vanilj.	3432859	Lei odiava la vaniglia.
3817463	Ingenting händer.	3125842	Non succede nulla.
3817463	Ingenting händer.	1244047	Non succede niente.
3302546	Vintern kommer.	2160163	L'inverno sta arrivando.
849444	God morgon.	411945	Buongiorno!
3927417	Tom vägrar att arbeta.	2479522	Tom si rifiuta di lavorare.
3789973	Det är inget misstag.	2714137	Questo non è un errore.
3640797	Hon lärde sig latin i skolan.	2833361	Ha imparato il latino a scuola.
3640797	Hon lärde sig latin i skolan.	2833364	Imparò il latino a scuola.
4166734	Jag åt en sallad till lunch.	3410550	Ho mangiato un'insalata per pranzo.
