Original,Translate
" a sé mi fece atteso con l’armonia che temperi e discerni, ",J'ai attrapé mon intérêt avec l'harmonie que tu as créée et gérée.
" parvemi tanto allor del cielo acceso de la fiamma del sol, che pioggia o fiume lago non fece alcun tanto disteso","l'éclat du soleil était si fort qu'il n'aurait jamais pu être produit par la pluie ou les rivières, rendant le ciel comme un immense lac."
 La novità del suono e ’l grande lume di lor cagion m’accesero un disio mai non sentito di cotanto acume,"Le son nouveau et la lumière éblouissante m'ont fait une forte curiosité de découvrir sa source, plus intense que jamais auparavant."
" Ond’ ella, che vedea me sì com’ io, a quïetarmi l’animo commosso, pria ch’io a dimandar, la bocca aprio e cominciò",":Elle, comme si elle avait lu mes pensées avant même d'entendre ma question, réussit à calmer mon esprit agité et s'exclama d'une voix gentille."
" «Tu stesso ti fai grosso col falso imaginar, sì che non vedi ciò che vedresti se l’avessi scosso","Rends par ton imagination déformée ta capacité de compréhension inutile, de sorte que tu ne puisses pas voir ce que tu pourrais voir si tu en étais libéré."
" Tu non se’ in terra, sì come tu credi","Tu n'es pas sur Terre, comme tu le penses."
" ma folgore, fuggendo il proprio sito, non corse come tu ch’ad esso riedi»","Mais un éclair, en abandonnant son point d'origine, n'a pas secoué aussi vite que tu retournes au lieu qui est juste pour toi."
" S’io fui del primo dubbio disvestito per le sorrise parolette brevi, dentro ad un nuovo più fu’ inretito e dissi",":Grâce aux paroles brèves et aimables, mon premier doute s'était dissipé. Mais dès que le second a commencé à apparaître dans mon esprit, je me suis exclamé:"
 «Già contento requïevi di grande ammirazion,Mon merveilleux émerveillement s'est maintenant apaisé.
 ma ora ammiro com’ io trascenda questi corpi levi»,Je m'étonne de la façon dont je peux surmonter ces oiseaux légers.
" Ond’ ella, appresso d’un pïo sospiro, li occhi drizzò ver’ me con quel sembiante che madre fa sovra figlio deliro, e cominciò","Une longue prédication, après avoir soupiré dévotement, m'a regardé avec l'air maternel comme si j'avais été le fils qui disait des choses insensées et a commencé un sermon prolongé."
" «Le cose tutte quante hanno ordine tra loro, e questo è forma che l’universo a Dio fa simigliante","Toutes les choses créées forment un ordre, et c'est ainsi que l'Univers imite Dieu."
" Qui veggion l’alte creature l’orma de l’etterno valore, il qual è fine al quale è fatta la toccata norma","Les êtres rationnels peuvent percevoir, à travers l'ordre existant, la vertu divine qui est destinée à devenir l'objectif final de cet ordre."
" Ne l’ordine ch’io dico sono accline tutte nature, per diverse sorti, più al principio loro e men vicine","Toutes les créatures suivent, de différentes manières et avec une grandeur variable, l'inclinaison qui découle de leur propre principe créateur."
" onde si muovono a diversi porti per lo gran mar de l’essere, e ciascuna con istinto a lei dato che la porti","Ils poursuivent des objectifs différents dans l'étendue de l'univers, chacun déplacé par un instinct inné."
 Questi ne porta il foco inver’ la luna,L'impulsion attire le feu vers la lune.
 questi ne’ cor mortali è permotore,Il touche les âmes des êtres irrationnels.
 questi la terra in sé stringe e aduna,elle compacte et unit le sol
" né pur le creature che son fore d’intelligenza quest’ arco saetta, ma quelle c’hanno intelletto e amore",Cette impulsion guide à la fois les créatures sans raison et les créatures dotées d'une âme rationnelle.
" La provedenza, che cotanto assetta, del suo lume fa ’l ciel sempre quïeto nel qual si volge quel c’ha maggior fretta","La Providence, qui a déterminé tout cela, illumine toujours le Ciel avec sa lumière dans laquelle tourne le plus rapide."
" e ora lì, come a sito decreto, cen porta la virtù di quella corda che ciò che scocca drizza in segno lieto","Avec cet instinct naturel qui escorte chaque organisme dans sa destination, amenons-le à un endroit déterminé."
" Vero è che, come forma non s’accorda molte fïate a l’intenzion de l’arte, perch’ a risponder la materia è sorda, ","Il est indéniable que, parce que la matière ne réagit pas parfois comme prévu, la forme finale ne correspond pas toujours à l'intention artistique."
" così da questo corso si diparte talor la creatura, c’ha podere di piegar, così pinta, in altra parte","Parfois, la raison de la créature a l'occasion de s'éloigner de cette route, ayant le pouvoir de dévier sur un autre chemin, bien qu'elle soit bien dirigée."
" e sì come veder si può cadere foco di nube, sì l’impeto primo l’atterra torto da falso piacere","Comme la foudre qui vient du ciel, l'instinct humain peut le pousser à se tourner vers les attachements matérialistes, attirés par une fausse joie."
" Non dei più ammirar, se bene stimo, lo tuo salir, se non come d’un rivo se d’alto monte scende giuso ad imo","Vous n'avez plus à vous étonner si je juge correctement, de votre progression comme une rivière qui coule de la montagne vers la vallée."
" Maraviglia sarebbe in te se, privo d’impedimento, giù ti fossi assiso, com’ a terra quïete in foco vivo»",Ce serait génial si tu étais resté comme un feu qui ne bouge pas et ne monte pas en hauteur.
 Quinci rivolse inver’ lo cielo il viso,"Les paroles de Beatrice se terminèrent, tandis que son regard regardait le Ciel."
" O voi che siete in piccioletta barca, desiderosi d’ascoltar, seguiti dietro al mio legno che cantando varca, ","Naviguez derrière nous dans cette petite barque, en traversant les vagues avec un esprit intrépide; si vous aimez l'émerveillement de la musique, écoutez notre chant pendant que nous sillonnons les mers."
 tornate a riveder li vostri liti,Retournez sur les rives d'où vous avez pris le large.
" non vi mettete in pelago, ché forse, perdendo me, rimarreste smarriti","N'hésitez pas à vous aventurer au large, car vous risqueriez de vous perdre en l'absence de ma trace."
 L’acqua ch’io prendo già mai non si corse,"Avant, personne n'avait jamais navigué sur ce cours d'eau."
" Minerva spira, e conducemi Appollo, e nove Muse mi dimostran l’Orse","Minerva génère les brises, Apollo manœuvre la barre et les neuf Musées me guide dans la navigation."
" Voialtri pochi che drizzaste il collo per tempo al pan de li angeli, del quale vivesi qui ma non sen vien satollo, ","Vous qui avez goûté à l'avance la nourriture des anges, celle dont on tire force et nourriture sur Terre, mais qui n'est jamais suffisante."
" metter potete ben per l’alto sale vostro navigio, servando mio solco dinanzi a l’acqua che ritorna equale","Vous pouvez naviguer avec votre bateau, en suivant mes traces en haute mer tandis que la vague revient en arrière tranquille."
" Que’ glorïosi che passaro al Colco non s’ammiraron come voi farete, quando Iasón vider fatto bifolco","Ces glorieux, à leur arrivée dans la Colchide, n'ont pas autant surpris la métamorphose de Jason, de guerrier à paysan que vous vous prosternerez."
 La concreata e perpetüa sete del deïforme regno cen portava veloci quasi come ’l ciel vedete,Notre désir constant d'un royaume divin nous poussait dans des hauteurs aussi rapides que les étoiles dans le firmament.
" Beatrice in suso, e io in lei guardava",Je regardais Beatrice et elle me regardait.
" e forse in tanto in quanto un quadrel posa e vola e da la noce si dischiava, ","En un instant, comme une flèche qui est lancée d'un arc et atteint son objectif, elle s'envole."
 giunto mi vidi ove mirabil cosa mi torse il viso a sé,"Quand j'y suis arrivé, j'ai vu un merveilleux spectacle qui a volé mon regard."
" e però quella cui non potea mia cura essere ascosa, volta ver’ me, sì lieta come bella, ","Aucune de mes idées ne pouvait échapper à son attention, alors qu'elle me regardait avec joie et beauté."
" «Drizza la mente in Dio grata», mi disse, «che n’ha congiunti con la prima stella»","Il m'a dit de remercier Dieu de nous avoir conduits à la première étoile, en concentrant notre esprit."
" Parev’ a me che nube ne coprisse lucida, spessa, solida e pulita, quasi adamante che lo sol ferisse",J'avais l'impression qu'il y avait un nuage de lumière du soleil qui ressemblait à un diamant scintillant.
" Per entro sé l’etterna margarita ne ricevette, com’ acqua recepe raggio di luce permanendo unita","Comme un rayon de soleil qui se répand dans l'eau, le joyau éternel nous a accueillis en lui."
" S’io era corpo, e qui non si concepe com’ una dimensione altra patio, ","Si j'avais un corps robuste, on ne comprend pas comment deux réalités si dissemblables ont pu coexister."
" ch’esser convien se corpo in corpo repe, ","Quand un corps entre en contact avec un autre, quelque chose doit inévitablement se produire."
 accender ne dovria più il disio di veder quella essenza in che si vede come nostra natura e Dio s’unio,Il devrait augmenter notre désir de contempler cette essence dans laquelle est enfermé le mystère de l'incarnation du divin.
" Lì si vedrà ciò che tenem per fede, non dimostrato, ma fia per sé noto a guisa del ver primo che l’uom crede","Nous verrons des choses que nous ne pouvons pas démontrer rationnellement, mais nous les embrassons comme vérité grâce à notre foi."
 Io rispuosi,J'ai répondu:
" «Madonna, sì devoto com’ esser posso più, ringrazio lui lo qual dal mortal mondo m’ha remoto","Merci à Dieu de m'avoir retiré des soucis de la vie terrestre et de ta gentille Bénédiction, ma Souveraine."
 Ma ditemi,Que pensez-vous de cela ?
" che son li segni bui di questo corpo, che là giuso in terra fan di Cain favoleggiare altrui?»",Quelles ombres mystérieuses sont celles qui surgissent de l'étoile lointaine et conduisent certains à raconter des légendes sur Caïn?
" Ella sorrise alquanto, e poi «S’elli erra l’oppinïon», mi disse, ","Elle me lança un sourire et dit: ""Si l'opinion des hommes était fausse,"
" «d’i mortali dove chiave di senso non diserra, certo non ti dovrien punger li strali d’ammirazione omai, ","Ne vous étonnez plus, où les sens ne fournissent pas de réponses adéquates en la matière."
 poi dietro ai sensi vedi che la ragione ha corte l’ali,parce qu'il est évident que les sens ne peuvent pas toujours être suivis par la raison
 Ma dimmi quel che tu da te ne pensi»,J'aimerais savoir ce que tu en penses.
 E io,"Je l'expulse, je l'éloigne."
 «Ciò che n’appar qua sù diverso credo che fanno i corpi rari e densi»,Pensez que la variation de l'intensité de la lumière des étoiles est due à la densité maximale différente du corps céleste.
 Ed ella,C'est ce qui nous a permis d'atteindre cet objectif. C'est grâce à vous que nous avons pu réussir.
" «Certo assai vedrai sommerso nel falso il creder tuo, se bene ascolti l’argomentar ch’io li farò avverso",Vous vous rendrez compte que votre opinion est fausse si vous écoutez attentivement ce que j'ai l'intention de vous dire.
" La spera ottava vi dimostra molti lumi, li quali e nel quale e nel quanto notar si posson di diversi volti","Dans le huitième ciel, on peut voir des étoiles de différentes tailles et grandeurs."
" Se raro e denso ciò facesser tanto, una sola virtù sarebbe in tutti, più e men distributa e altrettanto",".Si la différence était due exclusivement à une densité différente, tous auraient la même vertu, distribuée en quantités supérieures, inférieures ou égales."
" Virtù diverse esser convegnon frutti di princìpi formali, e quei, for ch’uno, seguiterieno a tua ragion distrutti","Les vertus qui se développent de différents principes formels, comme vous l'avez suggéré, ne peuvent pas être réduites à un seul."
" Ancor, se raro fosse di quel bruno cagion che tu dimandi, o d’oltre in parte fora di sua materia sì digiuno esto pianeto, ","Si la luminosité différente était due à une densité moindre, cette planète serait vide d'un pôle à l'autre."
" o, sì come comparte lo grasso e ’l magro un corpo, così questo nel suo volume cangerebbe carte","Comme un individu peut distribuer ses propres réserves de graisse et de muscle de manière inégale, de même la Lune pourrait avoir des variations dans sa masse."
" Se ’l primo fosse, fora manifesto ne l’eclissi del sol, per trasparere lo lume come in altro raro ingesto","Si la première hypothèse était correcte, on remarquerait pendant les éclipses de soleil, car la lumière du soleil filtrerait à travers un autre matériau transparent."
 Questo non è,Souvent.C'est un événement peu fréquent.
 però è da vedere de l’altro,Il reste encore à évaluer la deuxième possibilité
" e s’elli avvien ch’io l’altro cassi, falsificato fia lo tuo parere","Si je peux contester ça aussi, alors ton opinion sera fausse."
" S’elli è che questo raro non trapassi, esser conviene un termine da onde lo suo contrario più passar non lassi","Si la Lune n'est pas complètement raréfiée, il y aura un lieu au-delà duquel elle tendra à être plus solide."
 e indi l’altrui raggio si rifonde così come color torna per vetro lo qual di retro a sé piombo nasconde,La lumière du soleil est reflétée comme quand elle frappe un miroir.
" Or dirai tu ch’el si dimostra tetro ivi lo raggio più che in altre parti, per esser lì refratto più a retro",".Soutenez-vous que le rayon de lumière à ce point, vu comme plus mince et détruit, est moins lumineux parce qu'il réfléchit à une profondeur plus grande?"
" Da questa instanza può deliberarti esperïenza, se già mai la provi, ch’esser suol fonte ai rivi di vostr’ arti","L'expérience peut vous soulager de votre objection si vous décidez de l'affronter, car c'est généralement le point de départ pour obtenir tous vos savoirs."
 Tre specchi prenderai,Vous recevrez trois miroirs.
" e i due rimovi da te d’un modo, e l’altro, più rimosso, tr’ambo li primi li occhi tuoi ritrovi","et tu en mettras deux à la même distance de toi, avec la troisième place la plus loin au centre de ceux-ci."
" Rivolto ad essi, fa che dopo il dosso ti stea un lume che i tre specchi accenda e torni a te da tutti ripercosso",Levez-vous derrière eux pour que votre clarté se reflète sur les trois miroirs et que vous puissiez le voir en chacun.
" Ben che nel quanto tanto non si stenda la vista più lontana, lì vedrai come convien ch’igualmente risplenda","Bien que l'image reflétée dans le miroir plus éloigné soit de taille plus petite, on verra que sa luminosité reste la même que celle des deux autres."
" Or, come ai colpi de li caldi rai de la neve riman nudo il suggetto e dal colore e dal freddo primai, ","Comme la neige se dissout sous la chaleur du soleil, elle change de forme en devenant de l'eau dépourvue de sa blancheur et du froid qui l'avait caractérisée."
" così rimaso te ne l’intelletto voglio informar di luce sì vivace, che ti tremolerà nel suo aspetto","Je désire revêtir ton intelligence de la sagesse, l'enrichir d'une lumière si lumineuse qu'elle semble tremblante comme celle d'une étoile."
 Dentro dal ciel de la divina pace si gira un corpo ne la cui virtute l’esser di tutto suo contento giace,La vertu cachée du Ciel de la paix divine réside dans son contenu.
" Lo ciel seguente, c’ha tante vedute, quell’ esser parte per diverse essenze, da lui distratte e da lui contenute",".Le Ciel, si riche d'étoiles qui y résident distinctes et enfermées à l'intérieur, partage son essence avec chaque astre."
 Li altri giron per varie differenze le distinzion che dentro da sé hanno dispongono a lor fini e lor semenze,"D'autres dimensions organisent les différentes propriétés qu'elles contiennent comme manière appropriée, dans le but de transférer sur Terre leurs effets et objectifs désirés."
" Questi organi del mondo così vanno, come tu vedi omai, di grado in grado, che di sù prendono e di sotto fanno","Dans cet univers, les organes agissent dans une sorte de cycle ascendant-descendant, des sphères supérieures aux sphères inférieures, comme vous l'avez compris."
" Riguarda bene omai sì com’ io vado per questo loco al vero che disiri, sì che poi sappi sol tener lo guado","Examinez attentivement comment je m'oriente vers la compréhension de ce que vous désirez, afin de vous permettre d'en tirer vos propres conclusions."
" Lo moto e la virtù d’i santi giri, come dal fabbro l’arte del martello, da’ beati motor convien che spiri","Les intelligences angéliques doivent guider la rotation et le but des roues célestes, comme un forgeron dépend de son habileté avec le marteau."
" e ’l ciel cui tanti lumi fanno bello, de la mente profonda che lui volve prende l’image e fassene suggello","dans la dimension de la PenséeLes étoiles qui ornent le ciel laissent une empreinte en profondeur, qui fait tourner l'esprit autour de l'idée de l'Esprit."
" E come l’alma dentro a vostra polve per differenti membra e conformate a diverse potenze si risolve, ",Comme si l'âme humaine à l'intérieur de votre corps exerçait ses différentes capacités à travers des articulations de différentes formes.
" così l’intelligenza sua bontate multiplicata per le stelle spiega, girando sé sovra sua unitate","Comme une intelligence angélique, sa bonté est reflétée dans des directions infinies par les étoiles, tout en restant unie au parcours rotatoire."
" Virtù diversa fa diversa lega col prezïoso corpo ch’ella avviva, nel qual, sì come vita in voi, si lega","La vertu différente s'unit avec le corps céleste à qui il donne animation, tout comme il arrive de la vie qui coule en vous."
" Per la natura lieta onde deriva, la virtù mista per lo corpo luce come letizia per pupilla viva","Comme la vertu qui envahit l'astre provient d'une nature heureuse, elle brille à l'intérieur du corps céleste comme la joie brille dans la pupille de l'œil."
" Da essa vien ciò che da luce a luce par differente, non da denso e raro",".L'éclairage des étoiles est différent en raison de leur variabilité, pas parce qu'ils ont une densité différente."
" essa è formal principio che produce, conforme a sua bontà, lo turbo e ’l chiaro»","Sa bonté engendre l'opacité et la clarté, ce qui est le principe formel."
" Quel sol che pria d’amor mi scaldò ’l petto, di bella verità m’avea scoverto, provando e riprovando, il dolce aspetto",La chaleur du soleil qui avait auparavant réchauffé mon cœur d'amour m'avait révélé avec des arguments à la fois pour et contre la vérité de sa douce beauté.
" e io, per confessar corretto e certo me stesso, tanto quanto si convenne leva’ il capo a proferer più erto","En admettant que j'avais tort et que je comprenais maintenant les choses, ma tête se leva fièrement pour pouvoir parler."
" ma visione apparve che ritenne a sé me tanto stretto, per vedersi, che di mia confession non mi sovvenne","Une vision si extraordinaire s'était matérialisée devant moi, attirant complètement mon attention sur elle, au point de me faire oublier ce que j'étais en train de confesser."
" Quali per vetri trasparenti e tersi, o ver per acque nitide e tranquille, non sì profonde che i fondi sien persi, ","Comme si en regardant à travers une fenêtre transparente, ou en naviguant dans les eaux claires et calmes."
" tornan d’i nostri visi le postille debili sì, che perla in bianca fronte non vien men forte a le nostre pupille",Les veines réfléchies de nos visages viennent et s'en vont si vite qu'une perle sur un visage pâle n'attire pas notre attention moins fortement qu'eux.
 tali vid’ io più facce a parlar pronte,"De cette façon, j'ai vu plus de gens heureux prêts à discuter."
 per ch’io dentro a l’error contrario corsi a quel ch’accese amor tra l’omo e ’l fonte,Alors j'ai commis une erreur qui a produit le contraire de ce qui fit naître l'amour entre Narcisse et son image reflétée dans l'eau.
" Sùbito sì com’ io di lor m’accorsi, quelle stimando specchiati sembianti, per veder di cui fosser, li occhi torsi","Quand je me suis rendu compte que les fantômes étaient réfléchis, je me suis tourné vers eux pour savoir à qui ils ressemblaient."
" e nulla vidi, e ritorsili avanti dritti nel lume de la dolce guida, che, sorridendo, ardea ne li occhi santi","Je n'ai rien vu, tournant de nouveau mon regard vers ma gentille guide aux beaux yeux; elle souriait bienheureusement et une lumière de sainteté étincelait dans ses yeux intenses et passionnés."
" «Non ti maravigliar perch’ io sorrida», mi disse, ","Ne soyez pas surpris si je ris de votre pensée naïve, m'a-t-il dit."
" «appresso il tuo püeril coto, poi sopra ’l vero ancor lo piè non fida, ma te rivolve, come suole, a vòto","Comme votre esprit n'est pas du tout sûr de ce qui est vrai, il semble vous confondre comme d'habitude."
" vere sustanze son ciò che tu vedi, qui rilegate per manco di voto",Ces créatures royales ont été obligées de vivre ici comme punition pour avoir rompu un serment.
 Però parla con esse e odi e credi,Parlez-leur et faites confiance à tout ce que vous entendrez.
 ché la verace luce che le appaga da sé non lascia lor torcer li piedi»,cette lueur lumineuse qui brille sur eux en les rendant heureux ne leur donne pas la possibilité de s'égarer de la réalité.
" E io a l’ombra che parea più vaga di ragionar, drizza’mi, e cominciai, quasi com’ uom cui troppa voglia smaga","de me raconter Je me suis tourné vers l'âme qu'il semblait vouloir converser, anxieux presque comme un être humain prosterné par le besoin désespéré de raconter."
" «O ben creato spirito, che a’ rai di vita etterna la dolcezza senti che, non gustata, non s’intende mai, ",Sentez une sérénité ineffable que seuls ceux qui sont destinés à la vie éternelle peuvent ressentir.
 grazïoso mi fia se mi contenti del nome tuo e de la vostra sorte»,J'aimerais que vous me donniez votre nom et votre situation.
" Ond’ ella, pronta e con occhi ridenti",", est arrivé Avec un grand sourire peint sur le visage, elle est arrivée prête."
" «La nostra carità non serra porte a giusta voglia, se non come quella che vuol simile a sé tutta sua corte","Nous ne laissons pas notre générosité refuser un besoin légitime, tout comme Dieu veut que tout le Ciel soit semblable à Lui."
 I’ fui nel mondo vergine sorella,"Dans le monde, j'étais une nonne."
" e se la mente tua ben sé riguarda, non mi ti celerà l’esser più bella, ","Si tu y penses, ma beauté ne te fera pas obscurcir qui je suis vraiment."
" ma riconoscerai ch’i’ son Piccarda, che, posta qui con questi altri beati, beata sono in la spera più tarda","Mais tu me reconnaîtras être Piccarda Donati, l'un des béatifiés du Ciel le plus haut, avec les autres."
" Li nostri affetti, che solo infiammati son nel piacer de lo Spirito Santo, letizian del suo ordine formati",. Notre intense plaisir de la présence de l'Esprit Saint nous pousse à nous réjouir d'obéir à sa volonté.
" E questa sorte che par giù cotanto, però n’è data, perché fuor negletti li nostri voti, e vòti in alcun canto»","En raison de notre manque d'accomplissement et de notre négligence face à certains aspects, nous nous sommes retrouvés dans la situation actuelle, qui semble si indigne."
 Ond’ io a lei,Je lui ai dit à ce moment-là.
 «Ne’ mirabili aspetti vostri risplende non so che divino che vi trasmuta da’ primi concetti,"Votre beauté éveillera quelque chose de divin, vous faisant paraître différent du moment où vous étiez encore en vie."
 però non fui a rimembrar festino,Je n'ai pas été rapide à mémoriser cela.
" ma or m’aiuta ciò che tu mi dici, sì che raffigurar m’è più latino","Ce que tu me dis m'aide à recréer mentalement ton visage, ce qui me facilite les choses."
 Ma dimmi,Votre nom Quel est votre nom ?
" voi che siete qui felici, disiderate voi più alto loco per più vedere e per più farvi amici?»","Ceux qui se trouvent ici, bénis et joyeux, aspirent-ils à arriver dans un lieu plus élevé pour avoir une vision plus claire de Dieu et éprouver un lien profond avec Lui?"
 Con quelle altr’ ombre pria sorrise un poco,Il a souri un peu à toutes les autres âmes.
" da indi mi rispuose tanto lieta, ch’arder parea d’amor nel primo foco","Alors il me répondit avec une grande joie, il semblait qu'elle était enveloppée par la chaleur de l'amour de Dieu."
" «Frate, la nostra volontà quïeta virtù di carità, che fa volerne sol quel ch’avemo, e d’altro non ci asseta","Frère, la bonté de la charité calme nos désirs et nous convainc de ne vouloir que ce que nous possédons, sans vouloir plus."
" Se disïassimo esser più superne, foran discordi li nostri disiri dal voler di colui che qui ne cerne","Si nous voulions aller au-delà de notre position actuelle, nos désirs seraient en contradiction avec les plans de Celui qui nous place ici."
" che vedrai non capere in questi giri, s’essere in carità è qui necesse, e se la sua natura ben rimiri","Si vous prenez en considération l'essence de la charité, vous verrez qu'il n'est pas possible ici dans le Ciel; si affronter cette réalité exige une attitude de générosité."
" Anzi è formale ad esto beato esse tenersi dentro a la divina voglia, per ch’una fansi nostre voglie stesse","Puisque la volonté divine est fondamentale pour atteindre notre béatitude, toutes nos aspirations s'unissent en une seule."
" sì che, come noi sem di soglia in soglia per questo regno, a tutto il regno piace com’ a lo re che ’n suo voler ne ’nvoglia","Ciel au Ciel, le royaume entier est fasciné par notre disponibilité et satisfait du roi qui nous exhorte à suivre sa volonté."
 E ’n la sua volontade è nostra pace,Selon sa volonté réside notre paix.
 ell’ è quel mare al qual tutto si move ciò ch’ella crïa o che natura face»,"Tout ce qui est créé ou produit par la nature, se dirige vers cette mer appelée elle."
" Chiaro mi fu allor come ogne dove in cielo è paradiso, etsi la grazia del sommo ben d’un modo non vi piove","J'ai alors compris que chaque point du Ciel était comme un Paradis, même si la bonté divine n'était pas manifestée partout de même."
" Ma sì com’ elli avvien, s’un cibo sazia e d’un altro rimane ancor la gola, ","Comme quand quelque chose satisfait la faim, mais il y a toujours un désir pour un autre aliment."
" che quel si chere e di quel si ringrazia, così fec’ io con atto e con parola, ","Des remerciements à ce sujet et des questions à ce sujet, les exprimant avec les deux mots et les gestes."
 per apprender da lei qual fu la tela onde non trasse infino a co la spuola,Pour savoir quelle toile n'avait pas fini de travailler avant la conclusion
