Original,Translate
"  Ed una lupa, che di tutte brame sembiava carca ne la sua magrezza, e molte genti fé già viver grame,  questa mi porse tanto di gravezza con la paura ch’uscia di sua vista, ch’io perdei la speranza de l’altezza",Je me suis senti tellement anxieux et j'avais tellement peur de son apparence que j'ai perdu la confiance d'arriver au sommet de la colline.
"  E qual è quei che volontieri acquista, e giugne ’l tempo che perder lo face, che ’n tutti suoi pensier piange e s’attrista","Comme quelqu'un qui achète avec plaisir, seulement pour voir tout disparaître et consommer tout son bonheur en suivant un flux de pleurs et de désespoir, la foire sans repos me traîne lentement vers les endroits sombres où le soleil ne brille jamais."
"  tal mi fece la bestia sanza pace, che, venendomi ’ncontro, a poco a poco mi ripigneva là dove ’l sol tace","En descendant vers la forêt, une figure s'est projetée dans les ténèbres que j'avais devant les yeux, mais je n'arrivais pas à la distinguer clairement."
"  Mentre ch’i’ rovinava in basso loco, dinanzi a li occhi mi si fu offerto chi per lungo silenzio parea fioco","Quand il est apparu dans la désolation, j'ai crié: ""Aie pitié de moi, quoi que tu sois - une créature ou quelqu'un qui existe vraiment!"""
"  Quando vidi costui nel gran diserto, ""Miserere di me"", gridai a lui, ""qual che tu sii, od ombra od omo certo","Il me répondit: Non, je ne suis plus un homme, je l'ai déjà été auparavant. Mes parents étaient originaires de Lombardie et venaient tous deux de Mantoue."
"  Rispuosemi: ""Non omo, omo già fui, e li parenti miei furon lombardi, mantoani per patrïa ambedui","Je suis né sous le règne de Jules César, mais j'ai vécu à Rome pendant l'empire pacifique et prospère de l'éminent Auguste, à une époque où les anciens cultes païens étaient encore fortement pratiqués."
"  Nacqui sub Iulio, ancor che fosse tardi, e vissi a Roma sotto ’l buono Augusto nel tempo de li dèi falsi e bugiardi",".Chantaï d'Énée, fils d'Anchoise, qui s'est sauvé de la chute de la superbe Troie consumée par les flammes."
"  Poeta fui, e cantai di quel giusto figliuol d’Anchise che venne di Troia, poi che ’l superbo Ilïón fu combusto","Pourquoi ne pas choisir la colline joyeuse, qui est la source de tout bien-être au lieu de revenir au mal de la forêt?"
"  Ma tu perché ritorni a tanta noia? perché non sali il dilettoso monte ch’è principio e cagion di tutta gioia?""","""Vous êtes donc Virgile et cette source qui fait couler une si grande rivière de mots?"" Je lui ai demandé embarrassé."
"  ""Or se’ tu quel Virgilio e quella fonte che spandi di parlar sì largo fiume?"", rispuos’io lui con vergognosa fronte","Je te prie d'illuminer mes pas, figure lumineuse parmi les autres poètes; la force du dévouement et de l'affection qui m'ont poussé à m'instruire sur ton œuvre est tout ce dont j'ai besoin."
"  ""O de li altri poeti onore e lume, vagliami ’l lungo studio e ’l grande amore che m’ ha fatto cercar lo tuo volume",Je te considère comme un maître et un exemple.
"  Tu se’ lo mio maestro e ’l mio autore, tu se’ solo colui da cu’ io tolsi lo bello stilo che m’ ha fatto onore","J'ai pris mon style tout seul, ce qui m'a rendu célèbre."
  Vedi la bestia per cu’ io mi volsi,J'ai vu la créature qui m'a forcé à changer de direction.
" aiutami da lei, famoso saggio, ch’ella mi fa tremar le vene e i polsi""","Ô grand sage, ta force secoue chaque goutte de mon sang, donc s'il te plaît aide-moi."
"  ""A te convien tenere altro vïaggio"", rispuose, poi che lagrimar mi vide, ""se vuo’ campar d’esto loco selvaggio","Si tu veux te libérer de cette terre sauvage, tu dois faire une autre aventure, répondit-il après m'avoir vu pleurer."
"  ché questa bestia, per la qual tu gride, non lascia altrui passar per la sua via, ma tanto lo ’mpedisce che l’uccide","Personne ne peut passer par la rue de la bête qui pousse à crier, sous peine d'anéantir."
"  e ha natura sì malvagia e ria, che mai non empie la bramosa voglia, e dopo ’l pasto ha più fame che pria","Son caractère diabolique ne lui a jamais permis de satisfaire sa cupidité, et chaque fois qu'il mange, il a encore plus faim."
"  Molti son li animali a cui s’ammoglia, e più saranno ancora, infin che ’l veltro verrà, che la farà morir con doglia","Les animaux choisissent un compagnon, augmentant de plus en plus jusqu'à l'arrivée du chien de chasse qui leur provoque la mort avec souffrance."
"  Questi non ciberà terra né peltro, ma sapïenza, amore e virtute, e sua nazion sarà tra feltro e feltro","Celui-ci ne prend pas soin du bien-être matériel, mais cherche l'inspiration spirituelle et trouvera sa maison entre le tissu de feutre."
"  Di quella umile Italia fia salute per cui morì la vergine Cammilla, Eurialo e Turno e Niso di ferute","Ce sera le salut de la noble Italie, pour laquelle Eurialo et Niso ont perdu la vie au combat, Turno et Camilla la vierge ont souffert."
"  Questi la caccerà per ogne villa, fin che l’avrà rimessa ne lo ’nferno, là onde ’nvidia prima dipartilla","Il vous chassera partout dans le monde, jusqu'à ce qu'il vous renvoie en Enfer, d'où elle a été envoyée à cause de l'envie pour la première fois."
"  Ond’io per lo tuo me’ penso e discerno che tu mi segui, e io sarò tua guida, e trarrotti di qui per loco etterno","Je pense que c'est dans ton plus grand intérêt d'aller là où je vais, de te laisser conduire par moi et de t'emmener dans un lieu des mondes au-delà du monde."
"  ove udirai le disperate strida, vedrai li antichi spiriti dolenti, ch’a la seconda morte ciascun grida","Vous verrez les ombres tourmentées des perdus, qui crient désespérément et demandent la fin finale."
"  e vederai color che son contenti nel foco, perché speran di venire quando che sia a le beate genti","Ceux qui se réjouissent des châtiments, car ils comptent sur l'illumination du Paradis à l'avenir."
"  A le quai poi se tu vorrai salire, anima fia a ciò più di me degna: con lei ti lascerò nel mio partire","Si vous décidez d'aller voir ces endroits, il y aura quelqu'un de mieux que moi pour vous accompagner: quand je partirai, vous serez entre de bonnes mains."
"  ché quello imperador che là sù regna, perch’i’ fu’ ribellante a la sua legge, non vuol che ’n sua città per me si vegna","Ce souverain là-haut ne m'accorde pas l'accès à sa ville, car ma rébellion à sa loi est connue."
  In tutte parti impera e quivi regge,"Les hommes reconnaissent la souveraineté de Dieu sur tous les lieux de l'univers et dans le Paradis, il règne triomphant."
 quivi è la sua città e l’alto seggio: oh felice colui cu’ ivi elegge,"Heureux celui qui choisit d'habiter dans cette ville, avec son second trône!"
"  E io a lui: ""Poeta, io ti richeggio per quello Dio che tu non conoscesti, acciò ch’io fugga questo male e peggio,  che tu mi meni là dov’or dicesti, sì ch’io veggia la porta di san Pietro e color cui tu fai cotanto mesti""","Alors je dis au poète: Je prie au nom de ce Dieu que tu n'as jamais connu pour être libéré de cette souffrance et d'autres encore plus grandes, je te prie de m'emmener là où tu as dit, afin que je puisse voir la porte de saint Pierre et les personnes aussi malheureuses que celle que j'ai décrite."
"  Allor si mosse, e io li tenni dietro","Son voyage a commencé, et je l'ai accompagnée."
"  Lo giorno se n’andava, e l’aere bruno toglieva li animai che sono in terra da le fatiche loro",L'approche de la nuit interrompait les efforts des animaux qui vivent sur la terre.
" e io sol uno m’apparecchiava a sostener la guerra sì del cammino e sì de la pietate, che ritrarrà la mente che non erra","J'étais le seul à me préparer à la peur et à la terreur de la route qui avancera, une trace aussi nette comme si elle avait été peinte par mon esprit infaillible."
"  O muse, o alto ingegno, or m’aiutate","avec votre inspiration Oh, muse divine et majestueuse intelligence poétique, donnez-moi un peu de votre sagesse."
" o mente che scrivesti ciò ch’io vidi, qui si parrà la tua nobilitate","Tu as noté ce que tu as vu: ici, il te montrera ta noblesse."
"  Io cominciai: ""Poeta che mi guidi, guarda la mia virtù s’ell’è possente, prima ch’a l’alto passo tu mi fidi","En me mettant en route, je me suis exclamé: ""Oh poète, évalue si je suis assez fort pour partir vers cette aventure difficile!"""
"  Tu dici che di Silvïo il parente, corruttibile ancora, ad immortale secolo andò, e fu sensibilmente","On dit que le père de Silvio, encore en vie, est passé dans l'au-delà avec son corps physique."
"  Però, se l’avversario d’ogne male cortese i fu, pensando l’alto effetto ch’uscir dovea di lui, e ’l chi e ’l quale  non pare indegno ad omo d’intelletto",".L'homme et ses bénédictions méritent sans aucun doute le respect de la part de ceux qui sont intelligents, car il était gentil avec le souverain des maux; ce qui aurait dû avoir un grand impact."
" ch’e’ fu de l’alma Roma e di suo impero ne l’empireo ciel per padre eletto:  la quale e ’l quale, a voler dir lo vero, fu stabilita per lo loco santo u’ siede il successor del maggior Piero","Il, choisi comme fondateur de la noble Rome et de son royaume, instaura un empire si grandiose qu'il fut considéré comme une demeure sacrée pour le successeur du premier pape."
"  Per quest’andata onde li dai tu vanto, intese cose che furon cagione di sua vittoria e del papale ammanto","À la suite du voyage que vous avez décrit, Enea a acquis les connaissances nécessaires pour atteindre la victoire et établir la robe papale."
"  Andovvi poi lo Vas d’elezïone, per recarne conforto a quella fede ch’è principio a la via di salvazione",Puis vint l'instrument du choix pour cimenter cette foi qui est le premier pas vers le salut.
"  Ma io, perché venirvi? o chi ’l concede? Io non Enëa, io non Paulo sono",Pourquoi devrais-je le faire et qui me donne la permission? Je ne suis certainement ni Énée ni saint Paul.
 me degno a ciò né io né altri ’l crede,Personne ne pense que je suis capable d'accomplir cette mission.
"  Per che, se del venire io m’abbandono, temo che la venuta non sia folle","Si je fais ce voyage avec toi, je crains que ce ne soit de la folie."
" Se’ savio intendi me’ ch’i’ non ragiono""",Tu as une compréhension plus profonde que je ne peux l'exprimer.
"  E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle,  tal mi fec’ïo ’n quella oscura costa, perché, pensando, consumai la ’mpresa che fu nel cominciar cotanto tosta","De même que celui qui était initialement enthousiaste de chercher quelque chose, puis, à cause de la réflexion et éventuellement de la rencontre avec de nouvelles idées, il a complètement changé de cap, ainsi il a été pour moi dans les lieux mystérieux: en y pensant j'ai abandonné mon projet hésitément formulé."
"  ""S’i’ ho ben la parola tua intesa"", rispuose del magnanimo quell’ombra, ""l’anima tua è da viltade offesa","La silhouette de cette personne de haute lignée répondit: Si j'ai bien interprété ton discours, ton âme est esclave de la lâcheté."
"  la qual molte fïate l’omo ingombra sì che d’onrata impresa lo rivolve, come falso veder bestia quand’ombra","Face à un miroir Tout comme une fausse image rend fou un animal quand il se voit reflété dans un miroir, ainsi l'homme peut être écrasé par la peur et dissuadé de s'aventurer dans des entreprises dignes de mérite."
"  Da questa tema acciò che tu ti solve, dirotti perch’io venni e quel ch’io ’ntesi nel primo punto che di te mi dolve","Pour t'aider à sortir de cette peur, je vais t'expliquer pourquoi je suis venu ici et ce que je ressentais au moment où j'ai ressenti ta souffrance."
"  Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi","Alors que j'étais parmi les âmes oubliées dans l'abîme, j'ai été appelé par une femme si belle que j'ai invoqué son commandement."
  Lucevan li occhi suoi più che la stella,L'éclat de ses yeux ressemblait à une étoile.
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ","Le ton de sa voix était aussi doux que le chant d'un ange, et quand il parlait, il semblait que les mots sortaient avec douceur."
" ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto ’l mondo lontana,  ","Ô âme noble de Mantoue, dont le souvenir survivra au monde aussi longtemps qu'il durera."
" l’amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt’è per paura","Lui, qui m'avait aimé sans condition sur la crête solitaire d'une colline, était tellement paralysé par la peur qu'il devait se retourner."
"  e temo che non sia già sì smarrito, ch’io mi sia tardi al soccorso levata, per quel ch’i’ ho di lui nel cielo udito","Je crois que, d'après ce que j'ai entendu sur lui d'en haut, il est déjà si épuisé au point que je ne suis pas arrivée à temps pour le sauver."
"  Or movi, e con la tua parola ornata e con ciò c’ ha mestieri al suo campare, l’aiuta sì ch’i’ ne sia consolata","Commencez tout de suite, remplissez le vide avec vos paroles affectueuses et faites-nous tout ce qui est en votre pouvoir pour le sauver et me rassurer."
  I’ son Beatrice che ti faccio andare,"Moi, Béatrice, je te conduirai."
 vegno del loco ove tornar disio,Je veux retourner à l'endroit d'où je viens.
" amor mi mosse, che mi fa parlare",J'ai senti l'amour qui m'a poussé à venir ici et à te parler.
"  Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""","Quand je me trouverai devant l'Éternel, je célébrerai souvent ton nom."
" Tacette allora, e poi comincia’ io:  ""O donna di virtù sola per cui l’umana spezie eccede ogne contento di quel ciel c’ ha minor li cerchi sui,  tanto m’aggrada il tuo comandamento, che l’ubidir, se già fosse, m’è tardi","Alors il se taisit et je répondis: ""O noble dame, tu es un exemple dont l'humanité est profondément fière. Ta prière me trouve ainsi en accord que même si j'avais exécuté plus tôt, le moment serait venu."""
 più non t’è uo’ ch’aprirmi il tuo talento,"Tout ce que tu as à faire, c'est me dire ce que tu veux."
"  Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l’ampio loco ove tornar tu ardi""","Tu veux retourner au grand endroit dont tu viens, mais pourquoi n'as-tu pas peur en descendant dans cet Enfer abîmé ?"
"  ""Da che tu vuo’ saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch’i’ non temo di venir qua entro","""Elle m'a dit: ""Je n'ai pas peur d'entrer, je peux vous expliquer brièvement pourquoi si vous voulez plus d'informations."""
  Temer si dee di sole quelle cose c' hanno potenza di fare altrui male,Il ne faut avoir peur que de ces choses qui ont la force de porter préjudice aux autres.
" de l'altre no, ché non son paurose","pas les autres, car elles ne sont pas menaçantes."
"  I’ son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d’esto ’ncendio non m’assale",Dieu m'a tellement béni que la pauvreté ne peut me toucher et aucun feu de l'Enfer ne peut me blesser.
"  Donna è gentil nel ciel che si compiange di questo 'mpedimento ov'io ti mando, sì che duro giudicio là sù frange","Il y a une noble femme dans le ciel qui regrette cette barrière, et je te demande ton aide pour que nous puissions vaincre la dure sentence divine."
"  Questa chiese Lucia in suo dimando e disse: - Or ha bisogno il tuo fedele di te, e io a te lo raccomando -","Lucia, ton fidèle a besoin de toi."
"  Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov’i’ era, che mi sedea con l’antica Rachele","Lucia, amie des miséricordieux, marcha jusqu'à ce que Rachel et moi soyons âgés."
"  Disse: - Beatrice, loda di Dio vera, ché non soccorri quei che t’amò tanto, ch’uscì per te de la volgare schiera?  Non odi tu la pieta del suo pianto, non vedi tu la morte che ’l combatte su la fiumana ove ’l mar non ha vanto? -","""Béatrice, toi qui as été encensée par Dieu, pourquoi n'aides-tu pas celui qui a eu tant d'amour pour surmonter la foule vulgaire? Ne ressens-tu pas l'angoisse de ses larmes? Ne vois-tu pas la mort en lutte avec la mer de péché orageuse? N'y a-t-il jamais eu quelqu'un d'aussi rapide pour poursuivre ses propres intérêts ou pour fuir ses malheurs comme moi après avoir écouté tes nobles paroles, nobelzes qui t'honorent, toi et ceux qui ont entendu?"""
"  Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com’io, dopo cotai parole fatte,  venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch’onora te e quei ch’udito l’ hanno""",".Après m'avoir dit cela avec les yeux brillants de larmes, je me suis senti poussé à venir plus vite."
"  Poscia che m’ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto",Je venais te voir comme tu l'avais souhaité.
  E venni a te così com’ella volse: d’inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse,Je t'ai sauvé de la bête qui t'avait empêché d'aller à la colline.
"  Dunque: che è perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai,  ",Pourquoi restes-tu coincé ici après tout ce que tu as vécu ? Pourquoi résister à la peur et adopter la force de volonté semble être une entreprise impossible pour toi ?
"  poscia che tai tre donne benedette curan di te ne la corte del cielo, ",Trois saintes bénites prient pour toi dans le royaume des cieux.
"  e ’l mio parlar tanto ben ti promette?""",Mes promesses sont de t'apporter tout le bien.
"  Quali fioretti dal notturno gelo chinati e chiusi, poi che ’l sol li ’mbianca, si drizzan tutti aperti in loro stelo,  ","Comme des fleurs qui se plient sous le gel nocturne, mais des rayons de soleil les illuminent et soulève leurs tiges, les plantes parfument l'air à l'aube."
"tal mi fec’io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch’i’ cominciai come persona franca:  ","J'ai eu recours à ma force morale fatiguée, et mon cœur s'est rempli d'audace tellement que j'ai commencé à parler avec une nouvelle vigueur:"
"""Oh pietosa colei che mi soccorse","Hier, tu m'as abandonnée sans pitié ! Oh femme au coeur de glace qui venait de m'aider, hier tu m'as abandonné en un instant !"
 e te cortese ch’ubidisti tosto a le vere parole che ti porse,et tu as immédiatement obéi aux paroles vraies qu'il t'a dites.
"  Tu m’ hai con disiderio il cor disposto sì al venir con le parole tue, ch’i’ son tornato nel primo proposto",Tes paroles m'avaient donné un tel désir que je revenais à mon intention originelle de venir.
"  Or va, ch’un sol volere è d’ambedue: tu duca, tu segnore e tu maestro""","Nous avons tous les deux le même désir: tu es mon chef, mon souverain, et je te prendrai pour guide."
" Così li dissi e poi che mosso fue,  ","Je lui ai montré la direction, et après qu'il eut pris le chemin du voyage,"
 intrai per lo cammino alto e silvestro,J'ai traversé le chemin difficile et l'impervier
"’Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","On accède à la ville de la douleur à travers moi, je porte à ce lieu de souffrance infinie, je marche parmi les âmes dispersées."
 Giustizia mosse il mio alto fattore,Mon Créateur Suprême a agi à juste titre.
" fecemi la divina podestate, la somma sapïenza e ’l primo amore","Le pouvoir suprême, la sagesse ultime et l'amour primitif m'ont été accordés."
"  Dinanzi a me non fuor cose create se non etterne, e io etterno duro","Avant moi, seul l'éternel existait, et je resterai pour toujours."
" Lasciate ogne speranza, voi ch’intrate’","""Celui qui franchit le seuil de ce lieu, abandonne toute espérance."""
  Queste parole di colore oscuro vid’ïo scritte al sommo d’una porta,J'ai vu ces mots écrits avec de l'encre noire au - dessus d'une porte.
" per ch’io: ""Maestro, il senso lor m’è duro""",J'ai demandé à mon maître des explications pour lesquelles je ne comprenais pas le sens.
"  Ed elli a me, come persona accorta: ""Qui si convien lasciare ogne sospetto","Comme un sage, il me dit: ""Il faut agir sans tarder."""
 ogne viltà convien che qui sia morta,Il ne faut pas avoir peur.
"  Noi siam venuti al loco ov’i’ t’ ho detto che tu vedrai le genti dolorose c’ hanno perduto il ben de l’intelletto""",Nous sommes arrivés au point où je t'avais prédit d'observer les âmes condamnées qui n'ont plus la bénédiction de la sagesse céleste.
"  E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose","Après m'avoir enveloppé dans un câlin, son visage souriant m'a réconforté et m'a accompagné dans ce lieu distinct de l'existence terrestre."
"  Quivi sospiri, pianti e alti guai risonavan per l’aere sanza stelle, per ch’io al cominciar ne lagrimai","Les soupirs, les larmes et les lamentations déchirèrent la nuit sans étoiles, me faisant pleurer dès le début."
"  Diverse lingue, orribili favelle, parole di dolore, accenti d’ira, voci alte e fioche, e suon di man con elle  facevano un tumulto, il qual s’aggira sempre in quell’aura sanza tempo tinta, come la rena quando turbo spira","Des prononciations inconnues, des cris de douleur, des blasphèmes pleins de colère, des voix violentes et étouffées qui se mêlent au son des mains battues au rythme, créaient un boat bruyant qui tombe dans l'air immobile comme le sable au vent lors d'une tempête."
"  E io ch’avea d’error la testa cinta, dissi: ""Maestro, che è quel ch’i’ odo? e che gent’è che par nel duol sì vinta?""","J'avais mes perplexités et je me demandais: Maître, qu'est-ce que je ressens? Et qui sont ceux qui sont abattus par le chagrin?"
"  Ed elli a me: ""Questo misero modo tegnon l’anime triste di coloro che visser sanza ’nfamia e sanza lodo","Il répondit: Ainsi est le triste sort de ceux qui n'ont vécu ni avec gloire, ni avec opprobre!"
"  Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro","Ils sont parmi ces anges qui n'ont pris part ni à la rébellion contre Dieu, ni fidèles au Seigneur, mais se sont attachés à une attitude neutre."
"  Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch’alcuna gloria i rei avrebber d’elli""","Ni le Ciel ne les retient, pour ne pas ternir leur majesté, ni l'Enfer ne leur accorde une place parmi ses enfers, car les condamnés ne peuvent obtenir aucune gloire de leur compagnie."
"  E io: ""Maestro, che è tanto greve a lor che lamentar li fa sì forte?""","J'ai demandé au Maitre: ""Qu'est-ce qui les cause tellement de douleur qu'il provoque de telles plaintes?"""
" Rispuose: ""Dicerolti molto breve","Il m'a répondu: ""Je vais te donner une explication rapide."""
"  Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che ’nvidïosi son d’ogne altra sorte","Les âmes ne peuvent espérer être libérées de leur condition misérable actuelle, elles désirent ardemment n'importe quel autre destin."
  Fama di loro il mondo esser non lassa,Il n'y a aucun signe de leur passage dans le monde.
 misericordia e giustizia li sdegna: ,les divines miséricordes et la justice sont outragées par cela.
" non ragioniam di lor, ma guarda e passa""","Ignorons-les, regardons vite et continuons."
"  E io, che riguardai, vidi una ’nsegna che girando correva tanto ratta, che d’ogne posa mi parea indegna",Et j'ai remarqué une enseigne qui roulait si vite qu'elle n'aurait jamais dû s'arrêter.
"  e dietro le venìa sì lunga tratta di gente, ch’i’ non averei creduto che morte tanta n’avesse disfatta","Derrière elle, il y avait tellement d'âmes que je n'aurais jamais cru que la mort avait emporté tant de vies."
"  Poscia ch’io v’ebbi alcun riconosciuto, vidi e conobbi l’ombra di colui che fece per viltade il gran rifiuto","Une fois que certains d'entre eux ont été reconnus, j'ai eu l'impression que quelqu'un avait méprisé un grand destin."
"  Incontanente intesi e certo fui che questa era la setta d’i cattivi, a Dio spiacenti e a’ nemici sui",J'ai vite réalisé qu'ils étaient les lâches aussi bien haïs par Dieu que par ses adversaires.
"  Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch’eran ivi","Ces malheureux, qui n'ont jamais vécu une véritable existence, étaient découverts et harcelés par des mouches et des guêpes dans toutes les directions."
"  Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a’ lor piedi da fastidiosi vermi era ricolto","Leur visage sanglant tombait sur le sol, accompagné de larmes qui étaient ensuite ramassées par des vers répugnants."
"  E poi ch’a riguardar oltre mi diedi, vidi genti a la riva d’un gran fiume","Quand j'ai sondé son regard, j'ai passé des âmes près d'une grande rivière."
" per ch’io dissi: ""Maestro, or mi concedi  ch’i’ sappia quali sono, e qual costume le fa di trapassar parer sì pronte, com’i’ discerno per lo fioco lume""","Je me souviens que j'ai alors demandé au Maître: Ô Qui sont ces personnes, et quelle est la force qui les pousse à traverser l'obscurité comme elles semblent si désireuses de le faire?"
"  Ed elli a me: ""Le cose ti fier conte quando noi fermerem li nostri passi su la trista riviera d’Acheronte""",Il m'a dit que les circonstances seraient plus claires une fois la triste rive du fleuve Acheronte atteinte.
"  Allor con li occhi vergognosi e bassi, temendo no ’l mio dir li fosse grave, infino al fiume del parlar mi trassi","Sans lever les yeux, craignant de pouvoir l'ennuyer si j'avais dit quelque chose, je suis resté silencieux jusqu'à ce que nous atteignions la rivière."
"  Ed ecco verso noi venir per nave un vecchio, bianco per antico pelo, gridando: ""Guai a voi, anime prave","Un vieil homme avec une barbe épaisse blanche, qui s'approchait de nous sur un bateau, nous a crié: ""Soyez prudents, ô gens corrompus !"""
"  Non isperate mai veder lo cielo: i’ vegno per menarvi a l’altra riva ne le tenebre etterne, in caldo e ’n gelo","Ne jamais espérer admirer les étoiles: je suis ici pour vous conduire de l'autre côté, dans l'obscurité éternelle, entre le feu et la lumière glacée."
"  E tu che se’ costì, anima viva, pàrtiti da cotesti che son morti""","Éloigne-toi de ceux qui sont déjà morts, ou essence en chair et en os."
" Ma poi che vide ch’io non mi partiva,  disse: ""Per altra via, per altri porti verrai a piaggia, non qui, per passare: ","Voyant que je ne m'éloignais pas, il affirma: ""Tu rejoindras la destination par un autre chemin, dans des ports autres que celui-ci; tu ne passeras certainement pas d'ici."""
" più lieve legno convien che ti porti""",Un vaisseau plus léger que le mien sera pris par toi.
"  E ’l duca lui: ""Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare""","Le maître consola Caronte: ""Tu n'as pas à t'inquiéter; en haut il y a quelqu'un qui fait ce qu'il veut, donc n'ajoute rien."""
"  Quinci fuor quete le lanose gote al nocchier de la livida palude, che ’ntorno a li occhi avea di fiamme rote",".Le bateau à la face couverte de poils qui se trouvait dans l'horrible marécage, avait des yeux entourés d'anneaux enflammés, et après ce point il resta silencieux."
