Original,Translate
" Da poppa stava il celestial nocchiero, tal che faria beato pur descripto","Le chef divin était à l'arrière, et il était tel qu'il rendait heureux au seul le décrire."
 e più di cento spirti entro sediero,et plus de cent esprits étaient assis à l'intérieur de la barque.
 ‘In exitu Isräel de Aegypto’ cantavan tutti insieme ad una voce con quanto di quel salmo è poscia scripto,"Tout le monde chantait le Psaume d'une voix dans la fuite d'Israël d'Égypte, même avec les vers suivants:"
 Poi fece il segno lor di santa croce,Puis il leur fit le signe de la croix.
 ond’ ei si gittar tutti in su la piaggia,Et ils se jetèrent tous sur la plage.
" ed el sen gì, come venne, veloce","et il s'en alla, aussi vite qu'il était venu"
" La turba che rimase lì, selvaggia parea del loco, rimirando intorno come colui che nove cose assaggia","Le groupe d'âmes qui est resté là semblait inexpérimenté de l'endroit, et il regardait autour de lui comme celui qui expérimente de nouvelles choses."
" Da tutte parti saettava il giorno lo sol, ch’avea con le saette conte di mezzo ’l ciel cacciato Capricorno, ","Le soleil secouait le jour de chaque côté, ayant déjà chassé avec les flèches infaillibles le Capricorne du point médian du ciel,"
" quando la nova gente alzò la fronte ver’ noi, dicendo a noi","quand les nouveaux venus se sont tournés vers nous, en nous disant:"
" «Se voi sapete, mostratene la via di gire al monte»","Si vous le savez, montrez-nous le chemin pour arriver à la montagne."
 E Virgilio rispuose,Virgile lui répondit:
 «Voi credete forse che siamo esperti d’esto loco,Vous croyez peut-être que nous sommes des experts de ce lieu.
 ma noi siam peregrin come voi siete,Mais nous sommes des étrangers comme vous.
" Dianzi venimmo, innanzi a voi un poco, per altra via, che fu sì aspra e forte, che lo salire omai ne parrà gioco»","Nous venons juste d'arriver, juste avant vous, à travers une autre route qui fut si difficile que l'ascension de la montagne nous semblera une blague..."
" L’anime, che si fuor di me accorte, per lo spirare, ch’i’ era ancor vivo, maravigliando diventaro smorte","Les âmes, qui s'étaient aperçues que j'étais vivant en me voyant respirer, pâlirent à cause de l'émerveillement."
" E come a messagger che porta ulivo tragge la gente per udir novelle, e di calcar nessun si mostra schivo, ","Et comme les gens s'abreuvent autour du messager qui apporte des nouvelles de paix, et que personne ne se montre esclave de s'accaparer,"
" così al viso mio s’affisar quelle anime fortunate tutte quante, quasi oblïando d’ire a farsi belle","Alors ces âmes chanceuses s'assoyèrent toutes autour de mon visage, oubliant presque d'aller se purifier."
" Io vidi una di lor trarresi avante per abbracciarmi con sì grande affetto, che mosse me a far lo somigliante","J'ai vu l'une d'elles se lever pour m'embrasser, avec tant d'affection qu'elle m'a poussé à faire de même."
" Ohi ombre vane, fuor che ne l’aspetto","Oh, des ombres inconsistantes, sauf dans l'apparence"
" tre volte dietro a lei le mani avvinsi, e tante mi tornai con esse al petto","trois fois j'ai essayé de l'embrasser avec mes mains, et je les ai retrouvées vides dans ma poitrine."
" Di maraviglia, credo, mi dipinsi",Je crois que j'ai été très surpris.
" per che l’ombra sorrise e si ritrasse, e io, seguendo lei, oltre mi pinsi","Alors l'ombre sourit et se tint à l'écart, et je la suivisai un peu loin."
 Soavemente disse ch’io posasse,"Doucement, il m'a dit de m'arrêter."
" allor conobbi chi era, e pregai che, per parlarmi, un poco s’arrestasse",Alors je l'ai reconnu et je l'ai supplié de s'arrêter un peu pour me parler.
 Rispuosemi,Il m'a répondu.
" «Così com’ io t’amai nel mortal corpo, così t’amo sciolta","Comme je t'ai aimé dans le corps mortel, ainsi je t'aime maintenant que je suis une âme."
 però m’arresto,C'est pour ça que je m'arrête.
 ma tu perché vai?»,Pourquoi es-tu ici ?
" «Casella mio, per tornar altra volta là dov’ io son, fo io questo vïaggio», diss’ io","Je fais ce voyage pour revenir là où je suis, dit-il."
 «ma a te com’ è tanta ora tolta?»,Mais pourquoi n'arrives-tu ici que maintenant ?
 Ed elli a me,Et lui à moi
" «Nessun m’è fatto oltraggio, se quei che leva quando e cui li piace, più volte m’ha negato esto passaggio","Si l'ange, qui prend quand et qui veut, m'a nié à plusieurs reprises de m'emmener ici, il ne m'a fait aucun tort."
 ché di giusto voler lo suo si face,Car sa volonté est conforme à celle de Dieu.
" veramente da tre mesi elli ha tolto chi ha voluto intrar, con tutta pace","Cependant, depuis trois mois, il a accueilli dans la barque tous ceux qui ont voulu y monter, sans s'opposer"
" Ond’ io, ch’era ora a la marina vòlto dove l’acqua di Tevero s’insala, benignamente fu’ da lui ricolto","Alors moi, qui étais tourné vers la mer où le Tibre se répandit, j'ai été bien accueilli par lui."
" A quella foce ha elli or dritta l’ala, però che sempre quivi si ricoglie qual verso Acheronte non si cala»","Maintenant, il a tourné l'aile vers l'embouchure, car toute âme qui n'est pas destinée à l'enfer se rassemble toujours là-bas."
 E io,Et moi
" «Se nuova legge non ti toglie memoria o uso a l’amoroso canto che mi solea quetar tutte mie doglie, ","Si une nouvelle loi ne t'enlève pas la mémoire ou l'habitude du chant amoureux qui avait l'habitude d'apaiser tous mes désirs,"
" di ciò ti piaccia consolare alquanto l’anima mia, che, con la sua persona venendo qui, è affannata tanto»","avec lui je vous prie de consoler un peu mon âme, qu'en venant ici avec le corps physique est si fatiguée"
" ‘Amor che ne la mente mi ragiona’ cominciò elli allor sì dolcemente, che la dolcezza ancor dentro mi suona","Alors il commença à chanter Amor, afin que mon esprit me raisonne si doucement, que la douceur de ce chant sonne encore en moi."
" Lo mio maestro e io e quella gente ch’eran con lui parevan sì contenti, come a nessun toccasse altro la mente","Mon maître et moi et ces âmes qui étaient avec lui semblions si heureux, comme si notre esprit n'était touché par aucune pensée."
 Noi eravam tutti fissi e attenti a le sue note,"Nous voulions tous les notes,"
 ed ecco il veglio onesto gridando,Quand vint le vieil homme digne qui criait
" «Che è ciò, spiriti lenti? ","Qu'est-ce que ça veut dire, des esprits lents ?"
" qual negligenza, quale stare è questo? ","Quelle négligence, quel délai est-ce?"
 Correte al monte a spogliarvi lo scoglio ch’esser non lascia a voi Dio manifesto»,Courez vers la montagne pour ôter l'écorce qui ne vous permet pas de voir Dieu.
" Come quando, cogliendo biado o loglio, li colombi adunati a la pastura, queti, sanza mostrar l’usato orgoglio, ","Comme quand les colombes, attrapant des biadas ou des lisières, se rassemblent pour le repas, tranquilles et sans montrer l'orgueil habituel,"
" se cosa appare ond’ elli abbian paura, subitamente lasciano star l’esca, perch’ assaliti son da maggior cura","s'il y a quelque chose qui les effraie, ils quittent immédiatement la nourriture parce qu'ils sont attaqués par une préoccupation plus grande."
" così vid’ io quella masnada fresca lasciar lo canto, e fuggir ver’ la costa, com’ om che va, né sa dove rïesca","Alors je vis ces âmes à peine arrivées quitter le chant, et courir vers la montagne comme quelqu'un qui va sans but précis."
 né la nostra partita fu men tosta,et notre fuite ne fut pas moins précipitée
" Avvegna che la subitana fuga dispergesse color per la campagna, ","Bien que la fuite soudaine ait dispersé les âmes le long de la plage,"
" rivolti al monte ove ragion ne fruga, i’ mi ristrinsi a la fida compagna","vers la montagne où la justice divine nous tourmente, je me suis attaché à ma conduite digne de confiance."
 e come sare’ io sanza lui corso? chi m’avria tratto su per la montagna? El mi parea da sé stesso rimorso,Et comment irais-je sans lui? qui m'aurait fait monter dans la montagne?
" o dignitosa coscïenza e netta, come t’è picciol fallo amaro morso","ô conscience digne et pure, quel tourment amer provoque en toi la moindre erreur"
" Quando li piedi suoi lasciar la fretta, che l’onestade ad ogn’ atto dismaga, ","Quand ses pieds laissèrent la hâte qui affaiblit à chaque acte la dignité,"
" la mente mia, che prima era ristretta, ","mon esprit, qui auparavant était fixé sur une seule pensée,"
" lo ’ntento rallargò, sì come vaga, e diedi ’l viso mio incontr’ al poggio che ’nverso ’l ciel più alto si dislaga","Il s'étendit comme il désirait voir autre chose, et je regardai vers la montagne qui s'élève au ciel plus haut que n'importe qui d'autre."
" Lo sol, che dietro fiammeggiava roggio, rotto m’era dinanzi a la figura, ch’avëa in me de’ suoi raggi l’appoggio","Le soleil, qui brillait rouge dans mon dos, était interrompu devant moi par mon corps qui faisait obstacle à ses rayons."
" Io mi volsi dallato con paura d’essere abbandonato, quand’ io vidi solo dinanzi a me la terra oscura","Je me retournai à côté avec peur d'être abandonné, quand je vis qu'il n'y avait que l'ombre devant moi."
 e ’l mio conforto,et mon réconfort
" «Perché pur diffidi?», a dir mi cominciò tutto rivolto",Pourquoi continues-tu à me méfier?
 «non credi tu me teco e ch’io ti guidi? Vespero è già colà dov’ è sepolto lo corpo dentro al quale io facea ombra,Tu ne crois pas que je sois ici avec toi pour te guider?C'est déjà le soir où le corps dans lequel je faisais de l'ombre est enterré.
" Napoli l’ha, e da Brandizio è tolto",est à Naples et a été transféré là de Brindisi
" Ora, se innanzi a me nulla s’aombra, non ti maravigliar più che d’i cieli che l’uno a l’altro raggio non ingombra","Maintenant, si je ne projette pas devant moi une ombre, ne sois plus surpris que les cieux n'empêchent pas le passage de la lumière."
" A sofferir tormenti, caldi e geli simili corpi la Virtù dispone che, come fa, non vuol ch’a noi si sveli","La volonté divine fait que des corps semblables souffrent des tourments physiques, de la chaleur et du froid, et ne veut pas que nous sachions comment cela est possible."
 Matto è chi spera che nostra ragione possa trascorrer la infinita via che tiene una sustanza in tre persone,C'est fou ceux qui espèrent que notre raison pourra parcourir la voie infinie qui ne garde qu'une substance en trois personnes.
" State contenti, umana gente, al quia","Contentez-vous, hommes, de cela"
" ché, se potuto aveste veder tutto, mestier non era parturir Maria","Car si vous aviez tout vu, il n'aurait pas été nécessaire que Marie enfantât Jésus."
" e disïar vedeste sanza frutto tai che sarebbe lor disio quetato, ch’etternalmente è dato lor per lutto","et vous avez vu désirer en vain des philosophes si profonds que, si cela était possible, ils rempliraient leur désir, qui est leur peine éternelle."
 io dico d’Aristotile e di Plato e di molt’ altri»,"Je parle d'Aristote, de Platon et de beaucoup d'autres."
" e qui chinò la fronte, e più non disse, e rimase turbato","Et il se coucha le front, sans ajouter d'autre chose, et fut troublé."
 Noi divenimmo intanto a piè del monte,Nous étions arrivés au pied de la montagne.
" quivi trovammo la roccia sì erta, che ’ndarno vi sarien le gambe pronte",C'est là que nous avons trouvé le mur rocheux si raide qu'en vain nous aurions essayé de l'escalader avec nos jambes.
" Tra Lerice e Turbìa la più diserta, la più rotta ruina è una scala, verso di quella, agevole e aperta","Le rocher le plus escarpé et le plus dur en Ligurie, comparé à celui-ci, est une échelle facile d'accès."
" «Or chi sa da qual man la costa cala», ",Je me demande de quel côté le mur est moins raide.
" disse ’l maestro mio fermando ’l passo, ","Dit mon maître, en arrêtant le pas."
 «sì che possa salir chi va sanz’ ala?»,Pour que ceux qui n'ont pas d'ailes puissent monter?
" E mentre ch’e’ tenendo ’l viso basso essaminava del cammin la mente, e io mirava suso intorno al sasso, ","Et pendant qu'il regardait vers le sol, il réfléchissait sur le chemin à prendre, et je regardais vers le haut autour du rocher,"
" da man sinistra m’apparì una gente d’anime, che movieno i piè ver’ noi, e non pareva, sì venïan lente","J'ai vu de la gauche arriver un groupe d'âmes qui marchaient vers nous, et il ne semblait pas qu'elles marchaient aussi lentement."
" «Leva», diss’ io, «maestro, li occhi tuoi","J'ai dit: Maître, lève les yeux."
" ecco di qua chi ne darà consiglio, se tu da te medesmo aver nol puoi»","Voici qui nous donnera des indications, si tu ne peux pas les trouver par toi-même."
" Guardò allora, e con libero piglio rispuose","Il regarda, et d'un air serein il répondit:"
" «Andiamo in là, ch’ei vegnon piano","Allons de l'autre côté, car ils viennent doucement vers nous."
" e tu ferma la spene, dolce figlio»","Et tu affermis ton espérance, doux fils"
" Ancora era quel popol di lontano, i’ dico dopo i nostri mille passi, quanto un buon gittator trarria con mano, ","Après avoir parcouru mille pas, cette troupe était encore loin de nous l'espace qu'un bon lanceur couvrirait en jetant une pierre avec sa main,"
" quando si strinser tutti ai duri massi de l’alta ripa, e stetter fermi e stretti com’ a guardar, chi va dubbiando, stassi","lorsqu'ils se tenaient tous à la paroi rocheuse de la montagne, et qu'ils restèrent là, comme s'il s'arrêtait à regarder qui allait et était en doute."
" «O ben finiti, o già spiriti eletti», Virgilio incominciò, ","Virgile commença les esprits morts dans la grâce de Dieu et choisis pour le salut,"
" «per quella pace ch’i’ credo che per voi tutti s’aspetti, ditene dove la montagna giace, sì che possibil sia l’andare in suso","au nom de cette paix que je crois que vous attendez tous, dites-nous où la montagne est moins raide, afin qu'il soit possible de monter"
 ché perder tempo a chi più sa più spiace»,"En effet, plus on en sait, plus on s'attarde, plus on s'attarde."
" Come le pecorelle escon del chiuso a una, a due, a tre, e l’altre stanno timidette atterrando l’occhio e ’l muso","Comme les brebis sortent de l'enclos, à une, à deux, à trois, et les autres reculent craintives et tiennent le museau et l'œil en bas."
" e ciò che fa la prima, e l’altre fanno, addossandosi a lei, s’ella s’arresta, semplici e quete, e lo ’mperché non sanno","et ce que fait la première font aussi les autres, s'accrochant à elle si elle s'arrête, simple et humble, et ne savent pas pourquoi"
" sì vid’ io muovere a venir la testa di quella mandra fortunata allotta, pudica in faccia e ne l’andare onesta","Alors je vis se déplacer vers nous la tête de cette bande d'âmes chanceuses, pudiques dans l'apparence et dignes dans les mouvements"
" Come color dinanzi vider rotta la luce in terra dal mio destro canto, sì che l’ombra era da me a la grotta, ","Dès qu'ils virent que je projetais une ombre à ma droite, de moi au mur rocheux,"
" restaro, e trasser sé in dietro alquanto, e tutti li altri che venieno appresso, non sappiendo ’l perché, fenno altrettanto","Ils s'arrêtèrent et se retirèrent un peu, et tous les autres esprits qui suivaient, sans connaître la raison, firent de même."
 «Sanza vostra domanda io vi confesso che questo è corpo uman che voi vedete,"Sans que vous le demandiez, je vous dis immédiatement que ce corps que vous voyez est de chair et d'os."
 per che ’l lume del sole in terra è fesso,"C'est pourquoi la lumière du soleil est interrompue par lui, à terre."
" Non vi maravigliate, ma credete che non sanza virtù che da ciel vegna cerchi di soverchiar questa parete»","Ne soyez pas surpris, mais croyez que Dante n'essaie pas d'escalader ce mur sans l'aide d'une vertu qui vient du Ciel..."
 Così ’l maestro,C'est ce qu'a dit le maître.
" e quella gente degna «Tornate», disse, «intrate innanzi dunque», coi dossi de le man faccendo insegna","et ces âmes dignes dirent: Retournez sur vos pas, en faisant signe avec le dos de vos mains."
 E un di loro incominciò,Et l'un d'eux a commencé.
" «Chiunque tu se’, così andando, volgi ’l viso","Qui que tu sois, pendant que tu continues à marcher, tourne-toi vers moi."
 pon mente se di là mi vedesti unque»,Et dis-moi si tu m'as déjà vu sur Terre.
 Io mi volsi ver’ lui e guardail fiso,Je me suis tourné vers lui et je l'ai regardé attentivement.
" biondo era e bello e di gentile aspetto, ma l’un de’ cigli un colpo avea diviso","Il était blond, beau et noble, mais l'un des sourcils était divisé par un coup."
" Quand’ io mi fui umilmente disdetto d’averlo visto mai, el disse","Quand je lui ai dit humblement que je ne l'avais jamais vu, il a répondu:"
 «Or vedi»,ADOPTÉ LA PRÉSENTE DÉCISION:
