Original,Translate
"  Lo giorno se n’andava, e l’aere bruno toglieva li animai che sono in terra da le fatiche loro","Le jour était presque fini, et les ténèbres enlevaient les animaux qui sont sur la terre de leurs travaux."
" e io sol uno m’apparecchiava a sostener la guerra sì del cammino e sì de la pietate, che ritrarrà la mente che non erra","et j'étais le seul qui me préparais à affronter un chemin angoissant et terrible, que mon esprit infaillible décrira."
"  O muse, o alto ingegno, or m’aiutate","Ô muse, ô grand ingéniosité poétique, aidez-moi"
" o mente che scrivesti ciò ch’io vidi, qui si parrà la tua nobilitate","ou mentir, que tu as noté ce que tu as vu, ici, tu devras montrer ta noblesse."
"  Io cominciai: ""Poeta che mi guidi, guarda la mia virtù s’ell’è possente, prima ch’a l’alto passo tu mi fidi","J'ai commencé à dire: ""Poète qui me guide, évalue si ma vertu est suffisante, avant de m'emmener dans ce voyage difficile."""
"  Tu dici che di Silvïo il parente, corruttibile ancora, ad immortale secolo andò, e fu sensibilmente","Tu dis que le père de Silvius, encore en vie, alla dans l'au-delà en chair et en os, de tout son corps."
"  Però, se l’avversario d’ogne male cortese i fu, pensando l’alto effetto ch’uscir dovea di lui, e ’l chi e ’l quale  non pare indegno ad omo d’intelletto","Si donc l'ennemi de tout mal a été courtois envers lui, l'homme et ses mérites ne semblent pas indignes d'un homme intelligent, si l'on pense à l'effet élevé qui devait être produit par lui."
" ch’e’ fu de l’alma Roma e di suo impero ne l’empireo ciel per padre eletto:  la quale e ’l quale, a voler dir lo vero, fu stabilita per lo loco santo u’ siede il successor del maggior Piero","Car il fut choisi dans l'Empire comme fondateur de la noble Rome et de son empire: et Rome et son empire, pour dire la vérité, furent établis comme le saint siège où réside le successeur du premier pape."
"  Per quest’andata onde li dai tu vanto, intese cose che furon cagione di sua vittoria e del papale ammanto","Grâce à ce voyage que tu racontes, Enée entendit des choses qui l'amenèrent à la victoire et produisirent la robe papale."
"  Andovvi poi lo Vas d’elezïone, per recarne conforto a quella fede ch’è principio a la via di salvazione","Puis vint l'instrument du choix, pour affermir cette foi qui est le commencement du chemin du salut."
"  Ma io, perché venirvi? o chi ’l concede? Io non Enëa, io non Paulo sono","Mais pourquoi devrais-je y aller? qui l'accorde? Je ne suis ni Énée, ni saint Paul."
 me degno a ciò né io né altri ’l crede,ni moi ni personne d'autre ne m'estime à la hauteur de cette tâche.
"  Per che, se del venire io m’abbandono, temo che la venuta non sia folle","Donc, si j'accepte de te suivre, j'ai peur que mon voyage soit une folie."
" Se’ savio intendi me’ ch’i’ non ragiono""","Tu es sage, tu comprends mieux que je ne peux l'expliquer."
"  E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle,  tal mi fec’ïo ’n quella oscura costa, perché, pensando, consumai la ’mpresa che fu nel cominciar cotanto tosta","Et comme celui qui ne veut plus ce qu'il voulait, et change d'avis à cause de nouvelles pensées, de sorte qu'il repartit totalement de ses desseins, je devins alors dans ces lieux obscurs, afin qu'en y pensant je mette fin à l'entreprise qui fut si rapide au début."
"  ""S’i’ ho ben la parola tua intesa"", rispuose del magnanimo quell’ombra, ""l’anima tua è da viltade offesa","L'ombre de ce noble homme répondit: Si j'ai bien compris tes paroles, ton âme est victime de lâcheté,"
"  la qual molte fïate l’omo ingombra sì che d’onrata impresa lo rivolve, come falso veder bestia quand’ombra","qui opprime souvent l'homme et le fait renoncer à une entreprise honorable, tout comme une fausse image fait briller une bête quand elle s'égare."
"  Da questa tema acciò che tu ti solve, dirotti perch’io venni e quel ch’io ’ntesi nel primo punto che di te mi dolve","Afin que tu te débarrasses de ces craintes, je te dirai pourquoi je suis venu ici et ce que j'ai ressenti au premier moment que j'ai ressenti pour toi."
"  Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi","J'étais parmi les âmes suspendues du Limbo, et il m'appela une femme si bienheureuse et si belle que je lui demandai de me commander."
  Lucevan li occhi suoi più che la stella,Ses yeux étaient plus brillants qu'une étoile.
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ","et elle a commencé à me parler avec douceur et douce voix, avec une voix qui ressemblait au langage d'un ange:"
" ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto ’l mondo lontana,  ","""O noble âme mante, dont la renommée perdure encore dans le monde et durera autant que le monde,"
" l’amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt’è per paura",Celui qui m'a aimé de façon désintéressée sur la pente déserte d'une colline est empêché à tel point qu'il s'est retourné par peur.
"  e temo che non sia già sì smarrito, ch’io mi sia tardi al soccorso levata, per quel ch’i’ ho di lui nel cielo udito","Et j'ai peur qu'il soit déjà perdu à tel point que j'ai bougé trop tard pour le secourir, pour ce que j'ai entendu sur lui dans le ciel."
"  Or movi, e con la tua parola ornata e con ciò c’ ha mestieri al suo campare, l’aiuta sì ch’i’ ne sia consolata","Maintenant, bouge, et par ta parole élégante, et par ce qui est nécessaire pour son salut, aide-le afin que je sois consolée."
  I’ son Beatrice che ti faccio andare,"Moi qui te laisse partir, c'est Béatrice."
 vegno del loco ove tornar disio,Je viens d'où je veux retourner.
" amor mi mosse, che mi fa parlare",L'amour m'a fait venir ici pour te parler.
"  Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""","Quand je serai devant Dieu, je louerai souvent ton nom."
" Tacette allora, e poi comincia’ io:  ""O donna di virtù sola per cui l’umana spezie eccede ogne contento di quel ciel c’ ha minor li cerchi sui,  tanto m’aggrada il tuo comandamento, che l’ubidir, se già fosse, m’è tardi","Alors il se taisit et je répondis: O femme vertueuse, la seule pour laquelle l'espèce humaine s'élève au-dessus de tout ce qui se trouve sous le ciel de la Lune, ta requête me trouve si d'accord que même si j'avais obéi, il serait tard."
 più non t’è uo’ ch’aprirmi il tuo talento,Tu n'as qu'à me dire ce que tu veux.
"  Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l’ampio loco ove tornar tu ardi""","Mais dis-moi pourquoi tu n'as pas peur de descendre ici, en enfer, du lieu le plus vaste où tu veux retourner."
"  ""Da che tu vuo’ saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch’i’ non temo di venir qua entro","Elle m'a répondu: "" Puisque tu veux plus de détails, je vais t'expliquer brièvement pourquoi je n'ai pas peur de venir ici."
  Temer si dee di sole quelle cose c' hanno potenza di fare altrui male,Il ne faut craindre que les choses qui ont le pouvoir de faire du mal aux autres.
" de l'altre no, ché non son paurose","les autres non, car elles ne sont pas effrayantes"
"  I’ son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d’esto ’ncendio non m’assale","Je suis rendue par Dieu, sa bonté, de telle sorte que votre misère ne me touche pas, et qu'aucune flamme de l'Enfer ne peut me blesser."
"  Donna è gentil nel ciel che si compiange di questo 'mpedimento ov'io ti mando, sì che duro giudicio là sù frange","Dans le ciel, il y a une femme noble qui regrette cet obstacle pour lequel je demande ton aide, afin qu'elle enfreigne le jugement divin sévère."
"  Questa chiese Lucia in suo dimando e disse: - Or ha bisogno il tuo fedele di te, e io a te lo raccomando -","Il demanda à Lucie de lui parler et lui dit: Maintenant, ton fidèle a besoin de toi, et moi, je te le recommande."
"  Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov’i’ era, che mi sedea con l’antica Rachele","Lucia, ennemie de tout homme cruel, s'en alla là où j'étais, assise à côté de l'ancienne Rachel."
"  Disse: - Beatrice, loda di Dio vera, ché non soccorri quei che t’amò tanto, ch’uscì per te de la volgare schiera?  Non odi tu la pieta del suo pianto, non vedi tu la morte che ’l combatte su la fiumana ove ’l mar non ha vanto? -","Il me dit: Béatrice, louange authentique de Dieu, pourquoi ne secourez-vous pas celui qui t'a aimé au point de s'élever au-dessus de la troupe vulgaire?N'entendez-vous pas l'angoisse de ses pleurs? Ne voyez-vous pas la mort qui combat sur le joug orageux du péché? -Il n'y eut jamais au monde des gens si rapides pour poursuivre leur avantage ou pour fuir leur dommage, que j'ai entendu ces paroles, et je suis venu ici de mon bouclier céleste, en me confiant à tes nobles paroles qui t'honorent, toi et ceux qui les ont entendues."
"  Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com’io, dopo cotai parole fatte,  venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch’onora te e quei ch’udito l’ hanno""","Après m'avoir dit cela, il tourna les yeux qui brillaient par les pleurs, ce qui m'a amené à venir plus tôt."
"  Poscia che m’ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto",Et je suis venu vers toi comme elle l'a voulu.
  E venni a te così com’ella volse: d’inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse,Je t'ai secouru de cette bête qui t'a empêchée d'avoir une ascension facile vers la colline.
"  Dunque: che è perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai,  ","Alors qu'y a-t-il? pour que tu restes ici? pour que tu cultives dans ton cœur tant de lâcheté? parce que tu n'as ni courage ni détermination,"
"  poscia che tai tre donne benedette curan di te ne la corte del cielo, ",Puisque ces trois femmes bénies s'inquiètent pour toi dans la cour céleste
"  e ’l mio parlar tanto ben ti promette?""",Et mes paroles te promettent - elles tout le bien?
"  Quali fioretti dal notturno gelo chinati e chiusi, poi che ’l sol li ’mbianca, si drizzan tutti aperti in loro stelo,  ","Comme des fleurs fermées et tournées vers le bas par le gel de nuit se dressent tous ouverts sur leur tige, après que le soleil les ait éclairés,"
"tal mi fec’io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch’i’ cominciai come persona franca:  ","C'est ainsi que j'ai fait avec ma vertu fatiguée, et j'ai eu tellement de courage au cœur que j'ai commencé à dire, en tant que personne ressuscitée:"
"""Oh pietosa colei che mi soccorse","Oh, une femme pitoyable qui m'a secouru,"
 e te cortese ch’ubidisti tosto a le vere parole che ti porse,et tu as voulu que tu obéisses immédiatement aux paroles authentiques qui te parlaient.
"  Tu m’ hai con disiderio il cor disposto sì al venir con le parole tue, ch’i’ son tornato nel primo proposto","Toi, par tes paroles, tu m'as placé le cœur au désir de venir, au point que je suis revenu au premier dessein."
"  Or va, ch’un sol volere è d’ambedue: tu duca, tu segnore e tu maestro""","Maintenant, va, car nous voulons tous deux la même chose: tu es mon guide, mon seigneur, mon maître."
" Così li dissi e poi che mosso fue,  ","Alors je lui ai dit, et après qu'il fut mis en route,"
 intrai per lo cammino alto e silvestro,J'ai commencé le chemin difficile et sauvage
"’Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","""A travers moi on entre dans la ville de la douleur, à travers moi on va dans la douleur éternelle, à travers moi on va parmi les âmes perdues"
 Giustizia mosse il mio alto fattore,"La justice a fait agir mon Créateur,"
" fecemi la divina podestate, la somma sapïenza e ’l primo amore","ils m'ont construit la puissance divine , la sagesse suprême et le premier amour"
"  Dinanzi a me non fuor cose create se non etterne, e io etterno duro","Avant moi, rien n'a été créé, si ce n'est éternel, et je durerai éternellement."
" Lasciate ogne speranza, voi ch’intrate’","Laissez tout espoir, vous qui entrez ici."""
  Queste parole di colore oscuro vid’ïo scritte al sommo d’una porta,"J'ai vu ces paroles écrites avec une couleur obscure au sommet d'une porte,"
" per ch’io: ""Maestro, il senso lor m’è duro""","C'est pourquoi j'ai dit: Maître, je n'en comprends pas le sens."
"  Ed elli a me, come persona accorta: ""Qui si convien lasciare ogne sospetto","Et il me répondit, en tant que sage: Ici, il faut abandonner toute hésitation,"
 ogne viltà convien che qui sia morta,et il ne faut pas être vil.
"  Noi siam venuti al loco ov’i’ t’ ho detto che tu vedrai le genti dolorose c’ hanno perduto il ben de l’intelletto""","Nous sommes arrivés au lieu où, comme je te l'ai dit, tu verras les âmes damnées qui ont perdu la lumière de l'intelligence divine."
"  E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose","Et après qu'il m'a pris par la main, avec un visage souriant qui m'a réconforté, il m'a fait entrer dans ce lieu séparé du monde des vivants."
"  Quivi sospiri, pianti e alti guai risonavan per l’aere sanza stelle, per ch’io al cominciar ne lagrimai","Ici, les soupirs, les pleurs et les lamentations retentissaient dans cet air dépourvu d'étoiles, de sorte qu'au début j'en pleurai."
"  Diverse lingue, orribili favelle, parole di dolore, accenti d’ira, voci alte e fioche, e suon di man con elle  facevano un tumulto, il qual s’aggira sempre in quell’aura sanza tempo tinta, come la rena quando turbo spira","Des langues étranges, des prononciations horribles, des paroles de douleur, des jurons de colère, des voix aiguës et fragiles, et un bruit de mains avec elles créaient un bruit qui retentit constamment dans cet air éternel obscur, comme le sable qui souffle la tempête."
"  E io ch’avea d’error la testa cinta, dissi: ""Maestro, che è quel ch’i’ odo? e che gent’è che par nel duol sì vinta?""","Et moi, qui avais la tête pleine de doutes, je dis: Maître, qu'est-ce que je ressens? Et qui sont ceux qui semblent si accablés par la douleur?"
"  Ed elli a me: ""Questo misero modo tegnon l’anime triste di coloro che visser sanza ’nfamia e sanza lodo",Il me répondit: Voici la misérable condition des âmes tristes de ceux qui vécurent sans infamie et sans mérite.
"  Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro","Ils sont mêlés à cet ensemble méprisable des anges qui ne se rebellèrent pas contre Dieu, et ne lui restèrent pas fidèles, mais furent neutres."
"  Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch’alcuna gloria i rei avrebber d’elli""","Les cieux les chassent pour ne pas perdre leur beauté, Et l'Enfer ne les accueille pas dans ses profondeurs, Car les damnés pourraient recevoir aucune gloire de leur présence."
"  E io: ""Maestro, che è tanto greve a lor che lamentar li fa sì forte?""","Et moi: Maître, qu'est-ce qui est si ennuyeux pour eux, qu'ils se plaignent si fort?"
" Rispuose: ""Dicerolti molto breve","Il m'a répondu: ""Je vais te le dire très brièvement."""
"  Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che ’nvidïosi son d’ogne altra sorte","Ces âmes ne peuvent espérer mourir, et leur état actuel est si méprisable qu'elles envient n'importe quel autre sort."
  Fama di loro il mondo esser non lassa,Le monde ne laisse aucun souvenir d'eux.
 misericordia e giustizia li sdegna: ,la miséricorde et la justice divine les irritent
" non ragioniam di lor, ma guarda e passa""","Ne perdons pas notre temps à parler d'eux, mais jette un coup d'œil et passe à autre chose."
"  E io, che riguardai, vidi una ’nsegna che girando correva tanto ratta, che d’ogne posa mi parea indegna","Et moi, en regardant, j'ai vu une enseigne qui, tournant sur elle-même, courait si vite qu'il semblait ne jamais s'arrêter."
"  e dietro le venìa sì lunga tratta di gente, ch’i’ non averei creduto che morte tanta n’avesse disfatta","Et derrière elle venait une rangée d'âmes si longue, que je n'aurais jamais cru que la mort en eût défait tant."
"  Poscia ch’io v’ebbi alcun riconosciuto, vidi e conobbi l’ombra di colui che fece per viltade il gran rifiuto","Après que j'eus reconnu l'un d'eux, je vis et reconnut l'ombre de celui qui, par sa lâcheté, fit le grand rejet."
"  Incontanente intesi e certo fui che questa era la setta d’i cattivi, a Dio spiacenti e a’ nemici sui","J'ai compris à l'instant, et j'ai été certain que c'était la troupe des lâches qui déplaçaient Dieu et ses ennemis."
"  Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch’eran ivi","Ces malheureux, qui ne vécurent jamais vraiment, étaient nus et pointés continuellement par des mouches et des guêpes tout autour."
"  Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a’ lor piedi da fastidiosi vermi era ricolto","Elles faisaient saigner leur visage, Qui tombait par terre en larmes, Et qui était recueilli par des vers répugnants."
"  E poi ch’a riguardar oltre mi diedi, vidi genti a la riva d’un gran fiume","Et quand j'ai poussé son regard, j'ai vu des âmes sur la rive d'un grand fleuve."
" per ch’io dissi: ""Maestro, or mi concedi  ch’i’ sappia quali sono, e qual costume le fa di trapassar parer sì pronte, com’i’ discerno per lo fioco lume""","Alors je dis: Maître, maintenant permettez-moi de savoir qui sont ces âmes, et quel instinct vous fait paraître si impatiente de passer de l'autre côté, comme il me semble que je vois dans le peu de lumière..."
"  Ed elli a me: ""Le cose ti fier conte quando noi fermerem li nostri passi su la trista riviera d’Acheronte""",Il me répondit: Les choses te seront claires quand nous arriverons sur la triste rive du fleuve Acheronte.
"  Allor con li occhi vergognosi e bassi, temendo no ’l mio dir li fosse grave, infino al fiume del parlar mi trassi","Alors, en abaissant les yeux avec honte, dans la crainte que je puisse lui ennuyer, je n'ai pas prononcé de paroles jusqu'au fleuve."
"  Ed ecco verso noi venir per nave un vecchio, bianco per antico pelo, gridando: ""Guai a voi, anime prave","Et voici, un vieillard, couvert d'une barbe blanche, venait vers nous dans une barque, en criant: Malheur à vous, âmes méchantes!"
"  Non isperate mai veder lo cielo: i’ vegno per menarvi a l’altra riva ne le tenebre etterne, in caldo e ’n gelo","N'espérez jamais voir le ciel: je viens vous conduire à l'autre rive, dans les ténèbres éternelles, entre les flammes et la glace."
"  E tu che se’ costì, anima viva, pàrtiti da cotesti che son morti""","Et toi qui es là, âme vivante, éloigne-toi de ceux qui sont morts!"
" Ma poi che vide ch’io non mi partiva,  disse: ""Per altra via, per altri porti verrai a piaggia, non qui, per passare: ","Mais comme il vit que je ne partais pas, il dit: Tu arriveras à l'avant par une autre voie, pour d'autres ports, non pas ici pour passer."
" più lieve legno convien che ti porti""","Il est établi qu'il t'apportera un bateau plus léger que mon Ã©goÃ""t."
"  E ’l duca lui: ""Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare""","Et le maître lui dit: Charon, ne t'inquiète pas: on veut ainsi là-haut où tout est possible, donc ne dis rien d'autre."
"  Quinci fuor quete le lanose gote al nocchier de la livida palude, che ’ntorno a li occhi avea di fiamme rote","De là s'apaisent les joues couvertes de poil du transducteur de ce marécage, qui avait les yeux encerclés de roues de flammes."
